제목,시간,언론사,본문
"루트로닉, 고가 의료기기 해외 수출 확대…실적 개선 기대-신한",2022-03-24 08:27,이데일리,"[이데일리 김응태 기자] 신한금융투자는 24일 루트로닉(085370)에 대해 프리미엄 미용의료기기의 해외 수출 성장으로 실적이 개선될 것으로 판단했다. 투자의견은 ‘매수’, 목표주가는 3만2000원으로 분석을 개시했다. 상승여력은 34.5%다. 23일 종가는 2만3800원이다.원재희 연구원은 “올해는 기존 제품 대비 평균판매가격(ASP)이 높은 프리미엄 제품의 선진국향 매출이 확대됨에 따라 외형 성장을 지속할 전망”이라며 “공격적인 연구개발(R&D) 투자로 기존 저가 레이저 제품을 대체하는 프리미엄 레이저 제품군을 확대하며 선진국 진출의 기반을 마련했다”고 말했다. 이어 “향후 해외 법인 영업 인력 확충은 선진국향 매출 가속화의 트리거가 될 전망”이라고 덧붙였다.원 연구원은 루트로닉이 독보적인 기술을 바탕으로 해외 시장에서 성장할 여건을 갖췄다고 분석했다. 그는 “지난해 기준 해외 매추액 비중은 82%로 그 중 미국, 유럽, 일본 등의 선진국 비중은 71%에 달한다”며 “해외 현지 법인 및 대리점을 통한 직간접 영업 전략 활성화로 글로벌 시장 점유율을 강화하고 있다”고 설명했다.제품들의 평균단가 상승도 실적 개선에 기여할 것으로 봤다. 원 연구원은 “지난해부터 프리미엄 레이저 제품군을 기반으로 한 선진국향 매출이 본격화하며 전체 제품들의 평균단가 역시 상승하고 있는 것으로 판단된다”며 “신진국향 매출 고성장세를 감안 시 프리미엄 레이저 제품군의 ASP가 기존 제품 대비 1.5~2배 높아졌음에도 불구하고 가격(P)과 수량(Q)가 동반 상승하고 있는 것으로 해석된다”고 진단했다.아울러 투자환기 종목 해제와 생산시설 확대 등을 이유로 투자매력이 높아질 것으로 판단했다. 원 연구원은 “연구개발비 상각 및 해외 법인 매출채권 대손 처리를 통해 투자 환기종목 지정이 해제된 만큼 멀티플 상향 조정이 이뤄질 것으로 예상된다”며 “향후 선진국 기업과소비자간거래(B2C) 마케팅 확대를 통한 브랜드 이미지 제고, 생산 시설 확대를 통한 수요 대응 역량 강화까지 이뤄질 것을 감안 시 투자 매력은 높다”고 말했다."
"""SKT 기업가치 재평가…목표가 7만→7.5만↑""",2022-03-24 08:27,서울경제,"[IBK투자증권 보고서]투자의견 '매수' 유지올해 연간 매출액 17.3조, 영업익 1.6조 전망유영상 SK텔레콤 대표. 사진제공=SK텔레콤[서울경제]IBK투자증권은 SK텔레콤(017670)이 통신에 기반한 융합 사업에 주도적으로 나서 성장 기대감이 커졌다고 분석했다. 이에 SK텔레콤의 목표주가를 기존 7만 원에서 7만 5000원으로 올려잡고, 투자의견 ‘매수’를 유지했다.24일 IBK투자증권은 SK텔레콤의 올해 매출액이 지난해 대비 3.1% 증가한 17조 2710억 원을 기록할 것으로 전망했다. 같은 기간 영업이익은 12.6% 오른 1조 5860억 원으로 추정했다. 김장원 IBK투자증권 연구원은 ""5G 보급률이 30% 초반으로 상승 여력이 여전히 높고, 인터넷TV(IPTV)와 초고속인터넷도 가입자가 계속 늘어날 전망이다""며 ""작년에 10% 가까운 매출 성장을 기록했던 B2B도 그 이상의 성장을 예상하고 있다""고 밝혔다.김 연구원은 ""매출 증가와 함께 영업비용도 증가하지만 작년 실적에서도 확인했듯이 비용 증가가 매출 증가에 못 미칠 것으로 예상한다""며 ""작년에 사업을 분할하는 과정에서 일시적으로 늘어난 비용도 있어서 수익 개선의 여지가 크다""고 말했다.김 연구원은 ""SK텔레콤이 통신에 기반한 융합 사업에 주도적으로 나서 오히려 성장 기대감이 커졌다""며 ""기존 사업의 안정성에 성장 동력이 추가되면서 기업가치를 재평가할 필요성이 커졌다""고 강조했다."
"노랑풍선, 관리종목 편입...""올해 영업 정상화로 해소 전망""",2022-03-24 08:26,이데일리,"""2분기부터 해외여행 대기수요 회복…매출 증가""[이데일리 양지윤 기자] 노랑풍선은 지난해 별도 기준 매출액이 30억원에 미달, 관리종목에 편입됐다고 24일 밝혔다.노랑풍선(104620)은 지난 23일 ‘적정’ 의견의 감사보고서를 제출했다. 지난해 별도기준 매출액은 25억원을 기록했으며 코스닥 상장기업 매출 기준 규정에 따라 관리종목으로 편입됐다.노랑풍선 관계자는 “해외여행 제한 및 최대 14일간의 해외 입국자 자가격리에 대한 정부의 행정명령을 충실히 이행해 오면서 사실상 영업이 불가능했던 것”이라며 “영업 손실의 타격이 상대적으로 컸던 여행업은 규정 적용 예외 업종으로 인정해 주었으면 하는 아쉬움이 크다”고 말했다.노랑풍선은 이달 21일부터 적용된 해외 여행객에 대한 자가격리 면제와 이연된 해외여행 보복소비의 영향으로 올해 실적이 정상화될 것으로 전망했다. 실제 지난 11일 백신을 접종한 해외 입국자의 자가격리 면제에 대한 정부 발표 이후 노랑풍선 홈페이지 유입량은 크게 상승했다. 이 기간 예약 건수 역시 지속 증가 추세를 보이고 있다.노랑풍선 관계자는 “입국 시 자가격리 면제에 대한 정부 발표 이후 신규회원가입자 수가 꾸준히 늘고 있는 가운데 고객의 상품 문의량도 폭주하고 있는 상황”이라며 “2분기부터 해외여행 대기 수요가 회복되면서 영업 정상화에 따른 매출도 전년 대비 대폭 증가할 것으로 예상한다”고 말했다.이어 “코로나19 이후 재편될 여행업계에서의 선제적 대응을 위해 패키지 상품의 다변화와 개별 자유여행 수요를 고려한 온라인 플랫폼의 고도화를 통해 시장 점유율을 높이고 위상을 강화해 나갈 것”이라고 덧붙였다.한편 노랑풍선은 어려운 환경 속에서도 중장기 성장동력 확보와 경쟁력 강화를 위한 투자를 진행해왔다. 해외여행 패러다임의 변화에 맞춘 ‘디지털플랫폼’을 구축해 왔으며 다양한 사업 확장을 위해 여행콘텐츠 공유 플랫폼인 ‘위시빈’을 인수한 바 있다."
"한국테크놀로지, 적정의견 감사보고서 제출 ‘매출 9.2%↑’",2022-03-24 08:26,아이뉴스24,"“자본 잠식은 ‘일시적’, 이르면 1분기 내 해소”코스닥 상장사 한국테크놀로지가 지난 23일 공시를 통해 적정의견의 2021년도 감사보고서·사업보고서를 제출했다고 24일 밝혔다.사업보고서에 따르면 한국테크놀로지의 2021년 매출액은 연결기준 약 3531억 원으로 전년 대비 약 299억 원(9.2%)이 증가했다. 영업이익은 전년 대비 약 8.9% 상승한 56억 원을 기록했다.한국테크놀로지가 23일 적정의견의 2021년도 감사보고서·사업보고서를 제출했다. [사진=한국테크놀로지, 대우조선해양건설]다만 한국테크놀로지는 한국거래소 코스닥시장본부가 공시한 관리종목 지정 사유 발생에 따라 해당 공시일 주식시장 종료 시까지 주권매매거래가 일시 정지 됐다.한국테크놀로지 관계자는 “자본 잠식은 사업성이 낮다고 판단됐던 비핵심 사업을 정리하는 과정에서 일시적으로 일정 비율을 넘게 된 것”이라며 “보유 자산 매각 등 수익성 개선과 유동성 확보로 1분기 또는 늦더라도 상반기 내 자본 잠식사유가 해소될 것”이라고 말했다.이어 “자본 잠식 사유가 해소되면 관리종목은 명목상의 기간만 남게 된다”면서 “이번 기회에 재무 건전성 확보와 최대 실적 달성을 동시에 이뤄내겠다”라고 강조했다.한국테크놀로지와 자회사 대우조선해양건설은 재무·구조적 리스크 해소, 최대 실적 달성, 주주가치 제고를 모두 해결할 수 있는 회심의 경영 전략을 고심하는 것으로 알려졌다.회사 관계자는 “핵심사업 집중을 통해 사업 경쟁력을 강화하고, 자회사 대우조선해양건설과 협력해 시너지 제고 및 사업 구조를 개편할 것”이라며 “투자자, 고객, 임직원 모두가 만족할 만한 지속 가능 경영 전략을 수립 중이며 이른 시일 내 공시를 통해 전격 공개할 예정”이라고 설명했다."
전문가는 혀 차는데 밈 주식 또 급등…게임스톱 7일간 80% ↑,2022-03-24 08:24,머니투데이,"AMC 엔터테인먼트23일(현지시간) 뉴욕 증시가 1% 이상 하락한 가운데 대표적인 밈 주식인 게임스톱과 AMC 엔터테인먼트는 급등세를 이어갔다.이날 게임스톱은 14.5% 상승했다. 전날 30.72% 오른데 이어 강세를 이어간 것이다. 게임스톱은 지난 15일부터 이날까지 7거래일 연속 올랐다. 이 기간 동안 게임스톱은 78.11달러에서 141달러로 80.51% 상승했다.AMC도 이날 13.58% 상승했다. 전날 15.13% 오른데 이은 초강세다. AMC는 이날까지 4거래일 연속 36.54% 뛰었다.AMC는 지난 17일 0.26% 약세 마감하긴 했지만 게임스톱처럼 지난 15일부터 강세 흐름을 보였다. 지난 15일부터 이날까지 주가는 13.56달러에서 20.74달러까지 52.95% 급등했다.이들 주식이 공매도 세력에 밀려 주가가 밈 열풍 이전 수준으로 떨어질 것이라는 전망은 현재로선 틀리게 됐다. 그렇다면 게임스톱과 AMC는 이 주가 수준을 지킬 수 있을까? 아니면 충성스러운 개미 투자자들은 결국 항복하고 말까?코헨 회장, 추가 매수에 개미들 열광오프라인 비디오게임 유통업체인 게임스톱의 급등은 라이언 코헨 회장이 자신의 투자회사 RC 벤처스를 통해 게임스톱 주식을 최저 96.81달러에서 최고 108.82달러 사이에서 10만주 추가 매수한 것이 영향을 미친 것으로 분석된다. 이로써 코헨의 게임스톱 지분율은 11.9%로 늘어나게 됐다.코헨은 반려동물 용품업체인 츄이의 공동 창업자인데 지난해 초 게임스톱 이사회가 턴어라운드를 목표로 구성한 특별위원회 회장으로 초빙되면서 게임스톱 투자를 시작했다.코헨이 회장직을 맡은 후 게임스톡은 숏 스퀴즈로 주가가 폭등했다. 숏 스퀴즈는 주가가 감당할 수 없이 올라 공매도 세력이 손실을 줄이려 주식을 사들이는 것을 말한다.개인 투자자들은 온라인 커뮤니티 레딧을 통해 서로 게임스톱 매수를 격려하며 공매도 세력에 맞섰고 이 결과 게임스톱은 지난해 680% 폭등했다.코헨은 지난 7일 자신이 침구류 등 주택용품 유통업체인 베드 배스 & 비욘드의 주식을 보유하고 있다고 밝혀 베드 배스 & 비욘드도 밈 주식에 동참시켰다.영화 체인점인 AMC는 지난 15일 금 채굴업체인 하이코트 마이닝의 지분 22% 사들였다고 밝혔고 이후 하이코트 마이닝도 밈 주식괴 비슷한 행보를 보였다.펀데멘털과 상관없는 상승하지만 최근 밈 주식이 컴백해 초강세를 보인데 대해 전문가들은 펀더멘털과 상관없는 열풍이라며 우려를 표하고 있다.특히 게임스톱은 지난 17일 장 마감 후 실적이 통상 좋아야 하는 연말이 포함된 분기에 손실을 냈다고 밝히며 턴어라운드 계획이 아직 성과를 내지 못하고 있음을 보여줬다.CNBC 진행자인 짐 크레이머는 23일 ""밈 주식이 돌아왔다""며 ""부족한 것은 (턴어라운드) 계획이다. 게임스톱은 실적이 좋지 않다""고 지적했다. 이어 ""여전히 코헨이 무엇을 하려는 것인지 이해할 수가 없다""고 밝혔다.밈 주식의 컴백은 전체 증시가 큰 변동성을 보인 가운데 이뤄져 더욱 놀랍다고 CNBC는 지적헸다. 현재 투자자들은 가능하면 리스크를 줄이려 하고 있기 때문이다.CNBC는 밈 주식이 최근 급등한 한 가지 이유는 밈 주식에 투자한 개인 투자자들이 다른 주식은 거의 갖고 있지 않은 주식 초보자이기 때문일 수 있다고 분석했다. 때문에 이들은 전체 증시의 위험 회피 분위기에 별다른 반응을 보이지 않고 있다는 것이다.실제로 앨리 인베스트가 최근 조사한 결과 지난 1년간 밈 주식을 매수한 투자자들 가운데 80%는 주식을 여전히 보유하고 있으며 절반 이상은 밈 주식들을 추가로 매수할 계획이라고 밝혔다.주식 초보자, 용돈 벌려 밈 주식에 투자?앨리의 수석 시장 및 자금 전략가인 린지 벨은 ""밈 주식 열풍에 동참한 많은 투자자들이 주식을 처음 시작한 초보자들""이라며 ""그들은 투자할 자금이 많지 않아 용돈 수준의 수익을 올릴 방법을 찾고 있다""고 지적했다. 이어 ""월스트리트(공매도 세력)와 대결하려는 것이 아니라 그저 약간의 돈을 벌려는 것""이라고 설명했다.게임스톱은 전체 유동주식의 56%, AMC는 65%를 개인 투자자들이 보유하고 있다.하지만 전문 투자자들은 게임스톱과 AMC의 주가가 미래의 실적 전망치와 관계없이 움직이고 있다며 주의하라고 경고하고 있다.공매도 투자자 짐 채노스는 23일 트위터를 통해 게임스톱의 펀더멘털은 더 악화될 것이 분명한데 열정적인 개미 투자자들이 이를 무시하고 있다고 지적했다.뉴 컨스트럭츠의 CEO(최고경영자)인 데이비드 트레이너는 CNBC와 인터뷰에서 ""게임스톱 주가가 45달러 위인 상태에서는 그 주식을 보유할 펀더멘털 측면의 이유가 단 하나도 없다""며 ""게임스톱은 월마트와 아마존, 디지털 게임의 증가 등으로 심각한 경쟁에 직면해 비즈니스 모델 자체가 흔들리는 상태""라고 말했다.또 AMC가 금 채굴업체 지분을 매수한데 대해서는 주가가 0달러로 떨어질 수 있다는 생각이 더욱 강해졌다며 ""금 채굴업체에 투자한 무책임한 결정은 잘못된 자본 배분이며 AMC 사업에 절대적으로 이해할 수 없는 결정""이라고 비판했다."
"삼성전자, 우크라 사태로 IT 수요 훼손 우려…목표가 8%↓-신한",2022-03-24 08:24,한국경제,"투자의견 매수와 목표주가 9만7000원 제시강남구 서초구에 위치한 삼성사옥. /사진=연합뉴스신한금융투자는 24일 삼성전자에 대해 우크라이나 전쟁에 의한 IT 수요 훼손 우려가 일부 반영되면서 주가가 좀처럼 오르지 못하고 있다고 분석했다. 이에 투자의견 '매수'를 유지했으나 목표주가는 기존 10만5000원에서 9만7000원으로 7.6% 하향 조정했다.최도연 신한금융투자 연구원은 ""실적 컨센서스 상승에도 주가가 조정받는 이유는 금리 상승에 따른 밸류에이션 멀티플 하락과 우크라이나 이슈에 따른 IT 수요 훼손 우려, 게임최적화서비스(GOS) 사태 이후 비메모리 및 스마트폰 경쟁력 약화 우려 등이 있다""라고 짚었다.삼성전자의 올해 1분기 실적은 매출액 75조8000억원, 영업이익 13조원으로 직전 분기 대비 각각 1.1%, 6.1% 감소할 것으로 전망된다.최 연구원은 ""영업이익이 반도체는 메모리 가격 하락으로, 디스플레이 부문은 비수기 영향으로 전분기 대비 감소하겠으나 무선사업부가 물량 회복과 평균 단가 상승으로 대폭 개선될 전망""이라고 내다봤다.현재 주가는 할인율 상승과 비메모리 경쟁력 우려를 모두 반영하고 우크라이나 전쟁에 의한 수요 훼손 우려까지 일부 반영한 것으로 분석했다. 그는 ""2020~2021년 구간에서 할인율 하락과 비메모리 기대감으로 밸류에이션이 상승했었는데, 최근 주가 조정에서 이를 모두 반납했다""고 설명했다.주가가 주춤하나 향후 시장의 구조적 성장은 유효한 것으로 봤다. 최 연구원은 ""GOS 사태 이후 비메모리와 스마트폰에 대한 기대감이 단기적으로 낮아진 것은 아쉬우나 비메모리 파운드리 시장의 구조적 성장 스토리는 유효하다""며 ""TSMC와 경쟁할 수 있는 파운드리 업체는 삼성전자가 유일하다""고 봤다."
"삼성SDI, 주가는 빠졌지만 업황은 견조하다-NH",2022-03-24 08:24,머니투데이,"삼성SDI 배터리가 탑재된 美 캘리포니아 지역의 ESS 시설NH투자증권은 24일 삼성SDI에 대해 주가만 빠졌을 뿐 업황은 견조하다며 투자의견 '매수', 목표주가 100만원을 유지했다.주민우 연구원은 ""전방 고객의 생산차질, 원재료 가격 부담 등 시장의 우려가 존재하나 전방 수요와 실적 모두 연초 예상과 달라진 것은 없다""며 ""오히려 낮아진 눈높이를 소폭 뛰어넘는 양호한 실적이 예상된다""고 말했다.이어 ""올해 1분기 매출액은 전년 동기 대비 30% 증가한 3조8000억원, 영업이익은 125% 증가한 3000억원으로 컨센서스를 각각 2%, 4% 상회할 것""이라며 ""EV배터리는 전방 고객의 생산 차질과 원재료 가격 부담에도 BMW향 Gen5 출하량이 견조해 극복할 것""이라고 설명했다.주 연구원은 삼성SDI의 2분기 매출액은 전년 동기보다 28% 증가한 4조3000억원, 영업이익은 24% 증가한 3671억원으로 컨센서스를 각각 7%, 2% 상회할 것으로 전망했다.그는 ""BMW향 Gen5 출하가 늘고 ESS향 출하 역시 회복 전망""이라며 ""중장기적으로는 스텔란티스 외 신규 고객 확보를 통해 하이니켈 기반의 Gen5, 6 수주를 늘려가고 2023~2025년 양산 예상되는 코발트 프리, 망간리치 양극재 기반의 증가 불륨 모델에 대한 적극적 수주 활동이 기대된다""고 말했다."
[표]해외 주요 증시 동향(3월 23일),2022-03-24 08:24,서울경제,[서울경제]
"한국테크, 적정의견 감사보고서 제출 ""자본 잠식은 '일시적', 이르면 1분기 내 해소""",2022-03-24 08:23,머니투데이,"한국테크놀로지는 지난 23일 적정의견의 2021년도 감사보고서 및 사업보고서를 제출했다고 24일 밝혔다.한국테크놀리지는 지난해 매출액이 3531억원으로 전년대비 9.2% 증가했고, 영업이익은 같은기간 8.9% 늘어난 56억원을 기록했다. 다만 비핵심사업을 정리하는 과정에서 일시적으로 자본잠식에 따라 관리종목 지정 사유가 발생했다. 회사는 올해 상반기 내 자본잠식 리스크가 해소될 것으로 전망하고 있다.회사 관계자는 ""매출과 영업이익등 실적이 개선됐으나 사업 개편 과정에서 일시적으로 자본 잠식이 발생하게 됐다""면서 ""보유 자산 매각 등 수익성 개선과 유동성 확보로 1분기 또는 늦더라도 상반기 내 자본 잠식사유가 해소될 것으로 기대한다""라고 말했다.이어 ""자본 잠식 사유가 해소되면 관리종목은 명목상의 기간만 남게 된다""면서 ""이번 기회에 재무 건전성 확보와 최대 실적 달성을 동시에 이뤄내겠다""라고 말했다.한국테크놀로지와 대우조선해양건설은 재무·구조적 리스크 해소, 최대 실적 달성, 주주가치 제고를 모두 해결할 수 있는 경영 전략을 고심하고 있다.이 관계자는 ""핵심사업 집중을 통해 사업 경쟁력을 강화하고, 자회사 대우조선해양건설과 협력해 시너지 제고 및 사업 구조를 개편할 것""이라며 ""투자자, 고객, 임직원 모두가 만족할 만한 지속 가능 경영 전략을 수립 중이며 이른 시일 내 공시를 통해 전격 공개할 예정""이라고 덧붙였다."
"웹케시, 1Q 수익성 개선…올해 매출액 최대 20%↑-유진",2022-03-24 08:23,이데일리,"[이데일리 양지윤 기자] 유진투자증권은 24일 웹케시에 대해 지난해 최고 실적 달성에 이어 올해도 실적 경신이 이어질 것으로 전망했다. 투자의견은 매수, 목표주가는 4만3000원을 유지했다.박종선 유진투자증권 연구원은 “웹케시의 2021년 실적(별도기준)은 매출액 819억원, 영업이익 187억원으로 전년대비 각각 12.5%, 30.8% 증가하며 연간 최대 실적을 달성했다”면서 “올해도 이런 추세를 이어받아 매출액은 15~20% 수준 증가, 수익성 개선도 지속되며 지난해 최고 실적을 거뜬히 경신할 것”이라고 진단했다.올해 1분기 예상실적은 매출액 215억원, 영업이익 48억원으로 지난해 같은 기간보다 각각 4.8%, 26.0% 증가할 것으로 전망했다. 대형고객의 전사적자원관리(ERP) 업그레이드 작업으로 인하우스뱅크와 브랜치 관련 매출도 점차 회복세 보일 것이란 설명이다.연간 수익성 개선의 주요 요인은 클라우드 전환과 저수익 사업 축소 등이 꼽힌다. 웹케시는 2017~2019년 기존 SI(구축형) 사업에서 클라우드와 수수료 기반 사업으로 전환하면서 단가는 낮추고, 수익성을 높였다. 또 수익성이 낮은 e금융 SI 사업을 축소하고, 기타사업 일부(B2B Solution)을 정리했다. 이로 인해 수익성은 꾸준히 개선해 영업이익률이 2017년 5.2% → 2018년 7.6% → 2019년 15.2% → 2020년 19.6% → 2021 년 22.8%를 기록했다.그는 “핵심사업인 인하우스뱅크(IHB)과 브랜치 관련 매출이 지난 2 년동안 코로나19 상황 지속으로 지연됐으나 점차 회복 전환될 것”이라며 “경리나라 가입자도 디지털뉴딜(DND) 고객과 KT-경리나라 고객의 정규 고객 전환으로 크게 증가할 것”이라고 전망했다.아울러 그는 “현재 주가는 2022년 추정 실적 기준 주가수익비율(PER) 16.5 배로 더존비즈온, NHN 한국사이버결제, 쿠콘의 평균 PER 29.4 배 대비 크게 할인돼 거래 중으로 밸류에이션 매력을 보유하고 있다”고 평가했다."
"“MSCI 5월 정기변경, 현대중공업·KT 편입 기대”",2022-03-24 08:22,이데일리,"유안타증권 보고서[이데일리 김윤지 기자] 유안타증권은 오는 5월 MSCI(모건스탠리캐피털인터내셔널) 정기 변경에 따른 현대중공업(329180)과 KT(030200)의 지수 편입을 전망했다.고경범 유안타증권 연구원은 24일 보고서에서 현대중공업을 이번 변경에서 외국인 수급 선반영이 집중될 후보군으로 꼽았다. 그는 “MSCI 지수도 편출입에는 시가총액 영향이 크기 때문에, 이외 종목의 편입 가능성이 아직 뚜렷하지 않은 가운데 현대중공업의 편입 모멘텀은 부각될 수 있다”면서 “현대중공업에 대한 외국인 순매수 레벨은 크게 증가했는데, 3월 18일 FTSE(파이낸셜타임스스톡익스체인지) 지수 편입과 조선업종에 대한 선호가 반영된 결과”라고 설명했다.또 다른 후보군은 KT였다. MSCI가 ‘글로벌 투자자의 유동성’이란 요소에 무게를 둔다는 점에서 3월 31일 기준 외국인 지분율이 41.65% 미만일 경우 편입될 수 있다고 내다봤다.KT는 지난 2019년 5월 해외주식예탁증서(DR) 편입을 제외하는 조치로 MSCI 지수에서 편출된 후 최소 외국인 보유한도 대비 마진을 충족하지 못해 편입에 실패했다. 하지만 올해 1월 NTT도코모가 약 5% 지분을 신한은행에 블럭딜(대량매매)로 양도하면서 외국인 지분율이 급감해 현재 40.38%까지 내려왔다.고 연구원은 “기준일인 3월 31일에 외국인 지분율이 41.65% 이상일 경우, MSCI 지수에 편입되지는 못하겠지만 한편으로 이는 외국인이 6거래일만에 1132억원을 순매수하는 것을 의미한다”면서 “국내 투자자에게는 MSCI 편입 모멘텀이든, 거래대금 대비 4.1배 수준이 유입되는 상황이든 매수 관점 접근이 나쁠 것이 없어 보인다”고 짚었다.고 연구원은 외국인 보유한도 대비 마진 이슈로 편출입 되는 종목의 경우 통상 MSCI 발표 전까지 외국인 수급이 반대로 가는 경우가 많았지만, 이번에는 이번 KT의 경우 외국인 매수 기조가 유지되고 있다는 데 주목했다. 그는 “현재의 외국인 수급은 KT와 통신업종의 펀더멘털 측면과, 지정학적 리스크와 금리 이슈 등으로 신흥국 통신주의 선호도가 크게 증가한 것이 배경”이라고 판단했다."
"롯데칠성, 음료와 주류 모두 실적 성장 전망...'매수' 유지-NH證",2022-03-24 08:21,머니투데이,"(서울=뉴스1) 롯데칠성음료가 대표 탄산음료 브랜드 ‘칠성사이다’의 라벨을 없앤 ‘칠성사이다 ECO’ 300mL 제품을 출시했다고 22일 전했다. (롯데칠성음료 제공)/뉴스1NH투자증권이 24일 롯데칠성에 대해 투자 의견 매수, 목표주가 20만5000원을 유지했다.NH투자증권 조미진 연구원은 ""가격인상 효과, 포트폴리오 다각화, 제품 믹스 개선에 힘입은 실적 우상향 흐름이 지속될 전망""이라며 ""최근 음식료 산업 전반적으로 원가 상승에 대한 우려가 제기되고 있지만 롯데칠성의 경우 상승폭이 특히 큰 소맥 등 곡물에의 직접적인 노출은 없다""고 했다.이어 ""제품가격 인상 및 믹스 개선, 구조조정 노력으로 원부자재 상승 부담을 축소시키고 있다""며 ""점진적 일상 회복에 따른 매출 증가 또한 기대된다""고 말했다.조 연구원은 롯데칠성이 올해 1분기 어닝 서프라이즈를 보일 것이라고 전망했다.그는 1분기 연결기준 매출액 5,962억원(+10.7% y-y), 영업이익 438억원(+35.6% y-y)으로 컨센서스를 상회하는 호실적을 보일 전망이라고 말했다.조 연구원은 ""음료 부문의 경우 소비자 트렌드를 고려하여 작년 출시한 제로탄산, 무라벨 생수 등의 매출 호조에 힘입어 탄산, 생수가 고성장을 지속하며 전체 실적 개선을 견인할 전망""이라고 했다.또 ""주류 부문은 가격인상을 앞두고 가수요 물량이 발생한 소주의 성장이 두드러질 것으로 예상한다""며 ""여기에 일반 맥주와 고마진 와인 등 전 품목 매출 호조로 영업이익은 전년 대비 큰 폭으로 증가할 전망""이라고 했다."
"NH證 ""삼성SDI, 주가만 빠졌을 뿐 업황은 견조""",2022-03-24 08:19,뉴시스,"[서울=뉴시스]신항섭 기자 = NH투자증권은 24일 삼성SDI에 대해 주가만 빠졌을 뿐 업황은 견조하다고 분석했다. 투자의견과 목표주가는 매수와 100만원으로 유지했다.주민우 NH투자증권 연구원은 ""전방 고객의 생산차질, 원재료 가격 부담 등의 시장 우려가 존재하나 전방 수요와 실적 모두 연초 예상과 달라진 것이 없다""며 ""오히려 낮아진 눈높이를 소폭 뛰어넘는 양호한 실적이 예상된다""고 내다봤다.이어 ""상반기는 기존 고객의 물량 증가로, 하반기는 헝가리 2공장 신규 가동 효과로 물량 증가가 예상된다""며 ""현재 35조8000억원 시가총액에서 비영업가치, 순차입금, 전자재료를 제외하면 2차전지 가치는 26조8000억원으로 반영 중인데, 오는 2024년 2차전지 부문 EBITDA(상각전영업이익)가 3조9000억원임을 감안하면 경쟁사 대비 지나치게 저평가 중""이라고 덧붙였다.주 연구원은 ""삼성SDI의 올해 1분기 실적은 매출액 3조8000억원, 영업이익 3000억원으로 컨센서스를 각각 2%, 4% 상회하는 양호한 실적이 예상된다""며 ""EV(전기차)배터리는 전방 고객의 생산 차질과 원재료 가격 부담에도 BMW향 Gen5 출하량이 견조해 이를 극복할 것""이라고 말했다.그는 ""올해 2분기 실적은 매출액 4조3000억원, 영업이익은 3671억원으로 컨센서스를 각각 7%, 2% 상회할 것으로 예상된다""며 ""하반기는 헝가리 2공장 가동과 함께 아우디향 Gen5 공급이 추가되며 본격적인 물량 증가 국면에 진입할 것""이라고 전망했다."
"세계 최대 육가공업체 ""올해 내내 고기값 상승…미트플레이션""",2022-03-24 08:19,한국경제,"이 기사는 국내 최대 해외 투자정보 플랫폼 “한경 글로벌마켓”에 게재된 기사입니다.사진=TASS세계 최대의 육류 가공업체인 JBS가 올해 고기 가격이 더 뛸 것이라고 예상했다.JBS는 23일(현지시간) “올해 1분기 생산 비용이 21%, 판매 비용이 40% 각각 상승할 것”이라며 “연중 내내 고기값이 높은 수준을 지속할 것”이라고 예상했다. 고기값의 고공행진을 의미하는 ‘미트플레이션(meatflation)’을 예고한 것이다. JBS는 브라질의 육가공 업체로, 북미 지역에선 타이슨푸드와 함께 최대 육류 생산업체로 꼽힌다.JBS는 “미국에서도 소고기 한 마리당 각종 비용이 40% 높아질 것”이라고 예상했다.JBS는 “연료와 사료, 가공, 운송, 인력 등 모든 측면의 비용이 뛰고 있다”며 “(소비자들이 비싼 고기를 외면하는) 수요 파괴까지 가려면 지금보다 고기값이 훨씬 더 높아져야 한다”고 설명했다.뉴욕=조재길 특파원 road@hankyung.com"
