제목,시간,언론사,본문
"KB증권, 美제퍼리스 금융그룹과 웹세미나 개최",2022-03-30 09:12,이데일리,"미국 인터넷·소프트웨어 섹터 펀더멘털 분석·추천[이데일리 이은정 기자] KB증권은 업무 협약 파트너인 글로벌 투자은행 제퍼리스(Jefferies)와 국내 기관투자자 대상으로 미국 인터넷, 소프트웨어 섹터 웹 세미나를 30일 진행한다고 밝혔다. 이번 웹 세미나는 10회차로, KB증권은 2021년부터 제퍼리스의 리서치센터 애널리스트들과 웹 세미나를 시리즈로 진행하고 있다.이번 세미나에서는 제퍼리스가 2022년 미국 인터넷, 소프트웨어 섹터의 펀더멘털을 분석하고 추천 종목을 제시할 예정이다. KB증권 국제영업본부장 김신 전무가 세미나를 진행하며, 제퍼리스의 인터넷&소프트웨어 매니징 디렉터인 Brent Thill이 발표자로 나선다.발표자 Brent Thill은 2006년 Citigroup에서 테크 애널리스트 경력을 시작했으며, 2017년부터 제퍼리스 리서치센터의 인터넷&소프트웨어 매니징 디렉터를 담당하고 있다. 글로벌 금융전문 매체 인스티튜셔널 인베스터 선정 베스트 애널리스트를 수상하는 등 다수의 수상경력을 가진 Star애널리스트이다.김신 KB증권 국제영업본부장은 “미국 성장주가 다시 강세 흐름을 보이면서 성장주 비중을 확대하는 기회로 삼고자 이번 세미나를 마련했다”며 “국내 기관투자자들이 미국 성장주에 대한 현지 애널리스트의 의견을 공유하는 유익한 기회가 되기를 바란다”고 말했다.KB증권은 2021년 7월 글로벌 투자은행 제퍼리스와 국내 기관투자자 대상으로 글로벌 리서치 서비스를 제공하는 계약을 체결했다. 글로벌 시장, 산업 및 기업 분석 보고서를 제공하는 등 글로벌 투자 서비스의 차별화를 추진하기 위함이다. 제퍼리스는 1962년 설립된 미국 메이저 투자은행(IB)으로, 현재 3200여개 글로벌 기업에 대한 리서치를 수행하고 있다."
"[개장] 코스피, 기관 순매수에 상승… 2750선서 등락",2022-03-30 09:10,머니S,"코스피가 기관의 순매수에 상승세다. 30일 오전 9시3분 코스피지수는 전거래일 대비 18.80포인트(0.69%) 오른 2759.87을 기록하고 있다. 기관이 250억원을 순매수하고 있고 개인과 외국인은 각각 69억원과 188억원을 순매도 중이다. 코스닥지수는 4.54포인트(0.48%) 오른 942.37을 기록 중이다. 개인이 338억원을 순매수 중이고 외국인과 기관이 각각 324억원과 36억원을 순매도 하고 있다.서상영 미래에셋증권 연구원은 ""미국 증시가 장중 장단기(10y-2y) 금리가 역전되는 등 경기 침체 이슈에도 불구하고 우크라이나 사태 완화에 힘입어 상승한 점은 한국 증시에 긍정적인 영향을 줄 것""이라며 ""한국 증시는 1% 내외 상승 출발 후 매물 소화 과정 속 업종 차별화가 진행될 것""이라고 전망했다. "
"코스피, 우크라 사태 긴장 완화에 상승 출발…원화값 '강세'",2022-03-30 09:10,한국경제TV,"국내증시는 러시아와 우크라이나의 5차 회담 이후 양측의 긴장감이 완화되며 상승 출발했다.현지시간 29일 러시아 국방차관이 5차 평화협상 후 키이우와 체르니히우 지역에서 군사활동을 대폭 줄이겠다고 밝혔다.29일 오전 9시 코스피 지수는 전 거래일 대비 17.90포인트(0.65%) 오른 2,758.42에 출발했다.수급별로는 개인과 외국인이 각각 379억 원, 126억 원 순매도하는 반면 기관이 홀로 5010억 원 순매수하며 지수를 끌어 올리고 있다.삼성전자(+0.14%), LG에너지솔루션(+0.34%), SK하이닉스(+1.67%) 등 코스피 시가총액 상위 종목은 대체로 강세를 보이고 있다.코스닥 지수도 상승 출발했다.코스닥 지수는 전일 대비 4.78포인트(0.51%) 오른 942.61에 거래되고 있다.수급별로는 외국인과 기관이 394억 원, 59억 원 팔아치우는 가운데 개인이 홀로 573억 원 사들이고 있다.한편 외환시장에서 원·달러 환율은 위험자산 선호 심리 속에 7.3원 내린 1,211.70원에 거래되고 있다.(사진 = 연합뉴스)"
"코스피, 장초반 0.6% 상승 2757.60선…코스닥 0.45%↑(2보)",2022-03-30 09:10,뉴스1,© News1 DB(서울=뉴스1) 황두현 기자 = 30일 장 초반 코스피 지수는 0.6% 상승한 2757.60선을 가리키고 있다. 코스닥 지수도 오르고 있다.이날 오전 9시5분 기준 코스피는 전날 종가와 비교해 16.53포인트(p)(0.6%) 상승한 2757.60를 기록 하고 있다.코스닥은 전날 대비 4.18p(0.45%) 상승한 942.01를 가리키고 있다.서울외환시장에서 달러·원 환율은 전날보다 8.1원 내른 1211.6원에 거래되고 있다.
"안랩, 안철수 총리직 고사 속 6%대 약세",2022-03-30 09:10,이데일리,[특징주][이데일리 김인경 기자] 안랩(053800)이 30일 장 초반 약세를 보이고 있다. 안철수 대통령직인수위원회 위원장이 윤석열 대통령 당선인에 총리를 맡을 의사가 없다는 뜻을 밝혔다는 보도들이 나온데 따른 것으로 풀이된다.마켓포인트에 따르면 오전 9시 5분 안랩(053800)은 전 거래일보다 9600원(6.90%) 하락한 12만9500원에 거래되고 있다.안 위원장은 전날 윤석열 대통령 당선인과 만나 새 정부에서 국무총리를 맡을 의사가 없다는 뜻을 밝힌 것으로 전해졌다. 안 위원장은 대선 직전 단일화에 합의한 뒤 인수위에 합류하며 총리 후보로 꾸준히 거론돼 왔다.안 위원장은 30일 오전 10시 기자회견을 통해 자신의 거취와 관련한 입장을 표명할 계획이다.그동안 안랩(053800)은 안 위원장이 총리가 되면 백지신탁에 나서야 할 것이란 관측으로 상승세를 보인 바 있다. 안랩 지분을 18.6% 보유한 안 위원장이 총리를 맡으면 안랩 주식을 매각하거나 금융기관에 백지신탁 해야 하기 때문이다.공직자윤리법에 따르면 등록 재산 공개 의무자 등 공직자 본인과 그 이해관계자는 3000만원 이상의 직무 관련 주식을 보유한 경우 임명 2개월 이내에 이를 매각하거나 백지 신탁해야 한다. 이에 투자자들 사이에선 외국인의 주식 매수가 적대적 인수합병(M&A)이나 최대 주주 변경 과정에서 영향력을 행사하기 위한 것이란 분석이 나온 바 있다.
[코인시황] 큰손들 등장에 '비트코인' 상승세…5700만원대,2022-03-30 09:09,뉴시스,"[서울=뉴시스] 김제이 기자 = 암호화폐 테라를 발행한 테라폼랩스의 대규모 비트코인 매집 소식에 이어 대표적인 비트코인 '고래'(비트코인 대량 보유자) 기업인 마이크로스트래티지가 비트코인 물량을 더욱 늘리겠다고 발표했다.30일 오전 8시58분 기준 국내 암호화폐 거래소 빗썸에서 비트코인은 24시간 전보다 0.29% 오른 5705만1000원을 기록했다. 같은 시각 업비트에서는 5698만8000원으로 0.13% 상승했다. 글로벌 암호화폐 시황 중계 사이트 코인마켓캡에서는 4만7482달러로 24시간 전보다 0.42% 올랐다. 비트코인은 업비트 기준 연속 8일 상승세를 기록 중이다.알트코인(얼터너티브 코인, 비트코인을 제외한 나머지 대체 암호화폐) 대장 이더리움의 상승도 만만치않다. 이날 같은 시각 이더리움은 빗썸과 업비트에서 409만원대에 거래되고 있었다. 코인마켓캡에서는 3397달러를 나타냈다. 이는 24시간 전보다 1.26%오른 수준이다.비트코인을 중심으로 암호화폐 시장은 상승세를 나타내고 있는 중이다. 비트코인을 향항 큰손들의 러브콜이 곳곳에 퍼지면서 시장 심리를 끌어올린 것으로 보인다.나스닥 상장사 마이크로 스트래티지는의 최고경영자(CEO)인 마이클 세일러는 29일(현지시간) 자신의 트위터 계정을 통해 마이크로스트래티지의 비트코인 보유량을 늘리겠다고 밝혔다.마이클 세일러는 ""마이크로 스트래티지가 비트코인 추가 매수를 위해 디지털 통화 산업 전문 은행인 미국의 실버게이트 은행로부터 2억5000만달러(약 3047억원) 규모의 비트코인 담보대출을 체결했다""고 언급했다.그는 대출받은 금액은 비트코인 매수와 대출 관련 수수료 및 이자 지급 및 일반 기업 비용 처리 등에 사용할 예정이라고 설명했다. 현재 마이크로 스트래티지는 12만5000여개의 비트코인을 가지고 있는 것으로 알려졌다. 이는 우리나라 돈으로 약 7조3000억원에 해당하는 엄청난 규모다. 이번 대출을 통한 비트코인 매수는 해당 업체의 자회사인 매크로 스트래티지를 통해 이뤄질 계획이다.앞서 비트코인은 암호화폐 테라를 발행한 테라폼랩스도 비트코인을 대량으로 매집하고 있다고 밝힌 바 있다. 테라폼랩스 측은 ""1월부터 10억달러 상당의 비트코인을 매수했다""며 ""디파이 프로토콜 앵커프로토콜의 20%에 달하는 높은 이자율을 유지하기 위해 비트코인을 이자준비급으로 마련하고자 꾸준히 사들이고 있다""고 밝혔다. 테라는 현재까지 1억2500만 달러 상당의 비트코인을 매수했으며, 총 100만 달러 상당의 비트코인을 사들일 예정인 것으로 알려졌다."
"[특징주] 한화솔루션, 첨단소재 물적분할 소식에도 '↑'",2022-03-30 09:08,한국경제TV,"한화솔루션이 첨단소재 사업부문의 물적분할 소식에도 불구하고 오름세다.30일 오전 9시3분 현재 한화솔루션은 전거래일대비 350원(0.99%) 오른 3만5,700원에 거래되고 있다.관련업계에 따르면, 한화솔루션은 첨단소재 사업 부문을 물적분할 한 뒤 국내 사모펀드로부터 6천억원 규모의 자금을 투자받을 예정으로 알려졌다. 첨단소재 사업부문의 기업가치는 1조2,000억원 내외로 평가받고 있는 것으로 전해졌다.물적분할에 따른 기업가치 분산 우려보다는 일부 사업부문의 지분 유동화에 따른 재무구조 개선 기대 등이 앞서고 있는 것으로 분석된다."
"코스피, 러·우 평화협상 기대 속 상승출발…‘2750선’",2022-03-30 09:08,이데일리,"기관만 매수…개인·외인은 동반 '팔자'시총상위주 상승…SK하이닉스·현대차 2%대↑업종별 상승우위…의료정밀·운수장비 1%대↑[이데일리 이은정 기자] 30일 코스피가 상승 출발했다. 간밤 미 증시는 러시아-우크라이나 5차 평화협상에 따른 기대심리가 부각되며 일제히 상승했고, 빅테크·여행·항공주들이 강세를 보였다. 이날 원·달러 환율이 하락할 것으로 예상되는 가운데 국내 증시는 상승세 속 업종 차별화가 전망되고 있다.마켓포인트에 따르면 이날 오전 9시5분께 코스피 지수는 13.43포인트(0.49%) 오른 2754.50에 움직이고 있다. 이날 지수는 2758선에서 출발했다. 2거래일 연속 상승세다.간밤 뉴욕증시는 지정학 위험 완화 기대감과 국채금리 움직임 등 영향을 받으며 상승했다. 29일(현지시간) 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 0.97% 오른 3만5294.19로 마감했다. 스탠더드앤드푸어스(S&P)500지수는 1.23% 상승한 4631.60, 기술주 중심의 나스닥 지수는 1.84% 오른 1만4619.64로 마쳤다.서상영 미래에셋증권 연구원은 “미 증시가 장중 장단기 금리가 역전되는 등 경기 침체 이슈에도 우크라이나 사태 완화에 힘입어 상승한 점은 한국 증시에 긍정적”이라며 “장기 국채금리 급락에 따른 기술주 강세가 뚜렷한 가운데 마이크론의 시간외 강세, 원·달러 환율이 12원 내외 하락 전망도 우호적으로 1% 안팎 상승 출발 후 업종 차별화가 있을 것”이라고 말했다.수급별로는 개인은 259억원, 외국인은 124억원 팔아치우고 있다. 기관은 397억원 사들이고 있다. 프로그램 매매는 차익과 비차익을 합쳐 18억원 매수 우위를 보이고 있다.업종별별로 대체로 상승 중이다. 의료정밀, 운수장비, 서비스업이 1%대, 화학, 제조업, 전기전자, 의약품, 음식료품, 운수창고, 증권, 섬유의복, 유통업, 비금속광물, 전기가스업, 보험, 기계, 금융업, 건설업, 은행 등이 1% 미만 오르고 있다. 철강및금속, 통신업은 1% 미만 상승 중이다.시총상위주들도 대체로 상승세다. SK하이닉스(000660), 현대차(005380), 삼성SDI(006400), 카카오(035720), 기아(000270)가 2%대 오르고 있다. NAVER(035420)은 1%대 오르고 있고 삼성전자(005930), LG에너지솔루션(373220), 삼성바이오로직스(207940), LG화학(051910)은 1% 미만 오르고 있다. POSCO(005490)홀딩스, KB금융(105560)은 1% 미만 하락 중이다."
"'올해 실적 개선' 이마트, 유통업종 최선호주…목표주가 20만원 -다올證",2022-03-30 09:07,머니투데이,"다올투자증권은 이마트가 올해 실적 개선을 보일 것으로 전망하면서 목표주가 20만원과 투자의견 '매수'를 유지했다.배송이 다올투자증권 연구원은 30일 ""올해 물가상승, 전문점 구조조정 마무리, 점유율 확대 등을 비롯한 5년 만의 할인점 모멘텀이 부각될 것으로 예상한다""며 ""이마트를 유통업종 최선호주로 제시한다""고 했다.그는 ""올해 동사 연결 실적은 매출액이 전년대비 18%, 영업이익은 전년대비 56% 올라 대폭 개선될 것""이라며 ""자회사 효과가 주효한데 스타벅스, 지마켓 신규 편입되며 쓱닷컴 성장 기조가 지속될 것""이라 전망했다.다만 ""그럼에도 불구하고 주가는 부진한데 자회사 가치 대부분을 차지하는 쓱닷컴이 상장을 예정하는 만큼 본업 모멘텀이 우선적으로 뒷받침될 필요가 있다""며 ""할인점 가치를 재조명할 시점""이라 했다.아울러 ""노브랜드 외 적자 전문점 점포 수가 2018년 114개에서 2021년 25개로 축소됐고 흑자 기조인 노브랜드는 일부 점포가 할인점 내로 흡수되면서 추가적으로 효율 개선이 가능해졌다""며 ""또 홈플러스가 지난해 4개 점포를 매각하고 대전과 안산 지역 매각 점포 인근에 이마트가 위치하는 등 상권이 중요한 할인점 사업 특성상 반사수혜를 얻을 것으로 예상한다""고 했다.한편 전일 종가 기준 이마트 주가는 14만원이며 시가총액은 3조9026억원이다."
"[특징주] 안랩, 安 초대 총리직 고사 소식에 급락",2022-03-30 09:07,데일리안,"전거래일 대비 6.90%↓ⓒ데일리안[데일리안 = 황인욱 기자] 안랩은 안철수 대통령직인수위원장이 새 정부의 초대 국무총리직을 고사했다는 소식에 장초반 급락했다.30일 안랩은 코스닥 시장에서 9시5분 현재 전거래일 대비 6.90%(9600원) 내린 12만9500원에 거래되고 있다.정계에 따르면 안 위원장은 전날 오후 윤 당선인의 집무실에서 40여분 간 면담을 하고 ""국무총리를 맡지 않고 당으로 돌아가겠다""는 뜻을 밝혔다.안 위원장은 이 자리에서 인수위 업무에 집중하겠다고 밝힌 것으로 알려졌다."
"[속보] 코스피, 0.63%(17.24포인트) 오른 2758.31 출발",2022-03-30 09:06,더팩트,"30일 코스피, 전 거래일(2741.07) 대비 0.63%(17.24포인트) 오른 2758.31 출발.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write"
[개장시황] 코스피 전일에 이어 상승 출발,2022-03-30 09:06,헤럴드경제,"[헤럴드경제=이호 기자] 코스피가 30일 대를 전일에 이어 상승 출발했다.이날 한국거래소에 따르면 코스피는 17.24포인트(0.63%) 오른 2,758.31로 상승 출발했다. 이후 상승세를 유지하고 있다.코스닥은 4.25포인트(0.45%) 오른 942.08로 상승 출발했다.간밤 다우존스30산업평균지수는 전장보다 338.30포인트(0.97%) 오른 35,294.19로 장을 마무리했다. 스탠더드앤드푸어스(S&P)500지수는 전장보다 56.08포인트(1.23%) 상승한 4,631.60으로, 기술주 중심의 나스닥 지수는 전장보다 264.73포인트(1.84%) 뛴 14,619.64로 거래를 마쳤다.서울외환시장에서 달러/원 환율은 9.3원 내린 1,210.5원에 개장했다."
"한화證 ""GS리테일, 비용 증가로 적자폭 확대…목표가 25%↓""",2022-03-30 09:05,뉴스1,"""홈쇼핑 수수료 부담·종속회사 실적 악화 지속""© 뉴스1(서울=뉴스1) 황두현 기자 = 한화투자증권은 GS리테일에 대해 올해 실적이 시장 기대치에 미치지 못할 것으로 판단하며 목표주가를 25% 낮춘 4만5000원으로 제시했다. 비용 증가와 자회사 실적 악화를 주된 이유로 들었다.남성현 한화투자증권 연구원은 30일 보고서에서 GS리테일의 2022년 매출액은 10조9347억원, 영업이익은 3415억원으로 추정했다. 지난해보다 각각 12%, 15.9% 늘어난 수치지만 추정치 3300억원에 못 미치는 액수다.한화투자증권은 Δ디지털사업부 비용 증가에 따른 적자폭 확대 Δ커머스(홈쇼핑) 송출수수료 증가에 따른 부담 지속 Δ주요 종속회사 실적 악화 지속 등을 실적 성장 제한의 근거로 제시했다.남 연구원은 ""당초 (GS홈쇼핑과) 합병에 따른 이익 증가 효과를 기대했지만 예상대비 큰 비용 증가와 홈쇼핑 이익 개선이 제한될 것으로 보여 연간 실적 추정치를 조정했다""고 설명했다.또 ""합병을 통한 온라인 커머스 경쟁력 확대는 가능할 것""이라면서도 ""인프라 구축에 따른 기간이 필요한 만큼 단기간에 의미있는 실적을 기대하지는 말아야 한다""며 편의점과 비편의점 물류망 통합이 마무리되는 시점에 경쟁력이 개선된다고 봤다.그러면서 낮아진 실적 추정치와 수익성을 고려해 목표주가를 기존 6만원에서 4만5000원으로 25% 낮췄다.다만 ""중장기적으로 관련 투자가 이루어지고 기존 유통망을 활용할 수 있다는 점에서 온라인 시너지 가능성은 높다""며 ""2022년 연간 EBITA(상각전영업이익) 8000억원 수준이고 지속적 투자가 이뤄진다는 점은 긍정적""이라고 덧붙였다."
"코스피 상승 출발…2,750대",2022-03-30 09:05,연합뉴스,"상승세로 출발한 코스피(서울=연합뉴스) 김주성 기자 = 코스피가 상승세로 출발한 30일 오전 서울 중구 하나은행 딜링룸에서 직원들이 업무를 보고 있다. 2022.3.30 utzzza@yna.co.kr(서울=연합뉴스) 채새롬 기자 = 코스피가 30일 상승세로 출발했다.이날 오전 9시 1분 현재 코스피는 전날보다 16.50포인트(0.60%) 오른 2,757.57이다.지수는 전장보다 17.24포인트(0.63%) 높은 2,758.31에 출발했다.같은 시간 코스닥지수는 전날보다 3.87포인트(0.41%) 오른 941.70이다.srchae@yna.co.kr"
"""몇 달새 가격 2배 폭등""...멕시코 마피아도 손댔다",2022-03-30 09:03,한국경제TV,"""아보카도 가격, 1998년 이후 최고치 경신""""멕시코, 美 아보카도 공급량 약 80% 차지""""美 농무부, 멕시코산 아보카도 공급량 전년비 8% 감소""'녹색 황금'으로 불리는 아보카도의 가격이 천정부지로 치솟고 있다.29일(현지시간) 뉴욕포스트는 ""미국 정부가 멕시코산 아보카도 수입을 일시 중단한 이후부터 아보카도 가격이 폭등하고 있다""면서 ""몇 달 사이 가격이 2배 가까이 증가하면서, 1998년 이후 무려 24년 만에 최고가를 경신했다""고 밝혔다.앞서 아보카도의 가격은 재작년 코로나19 사태 이후 글로벌 공급망 병목 현상이 심화되자, 아보카도 공급량이 수요를 따라잡지 못하면서 급등한 바 있다.여기에 지난달 11일(현지시간) 미국 농무부가 멕시코산 아보카도 수입을 일시 중단하겠다고 발표하면서 가격 상승에 불을 지폈다.당시 농무부는 ""멕시코 미초아칸주에 파견돼 검역 작업을 벌이던 미국 농무부 직원이 멕시코 마피아에게 협박 전화를 받았다""면서 ""직원들의 안전이 완전히 확보되기 전까지 아보카도 수입을 중단할 계획""이라고 밝혔다.멕시코 미초아칸주는 전 세계 최대 아보카도 생산지로, 아보카도가 전 세계적으로 인기를 끌면서 멕시코 마피아들이 사업에 개입한 지 오래된 것으로 알려져있다.미초아칸주에서는 마피아 간의 세력 다툼으로 아보카도 농부들이 협박받거나 살해되는 사건이 종종 일어나고 있다. 실제로 지난 28일(현지시간)에도 마피아 간의 세력 충돌로 한 불법 투계장에서 총격전이 벌어지며 20명 이상이 사망한 바 있다.한편 미국 농무부는 지난달 19일(현지시간) 멕시코산 아보카도 수입을 재개할 예정이라고 밝힌 바 있다.당시 미국 농무부는 ""멕시코 범죄 조직으로부터 협박을 받던 직원의 안전을 확보했다""면서 ""앞으로 멕시코 정부와 협력해 현지 검역관들을 위한 안전 조치를 강화할 예정""이라고 전했다.하지만 농무부의 수입 재개 조치에도 불구하고 아보카도 가격은 끝을 모르고 오르고 있다. 이날 뉴욕포스트는 ""29일(현지시간) 기준 20파운드(약 9kg)에 달하는 멕시코산 아보카도 가격이 이미 38달러(약 4만 6천 원)를 넘어섰다""면서 ""무려 24년 만에 최고가를 경신한 상황""이라고 밝혔다.이어서 ""미국에 공급되는 아보카도의 약 80%를 멕시코산 제품이 담당하고 있다""면서 ""아보카도 가격이 계속 오를 경우 미국인들의 식탁에서 더 이상 아보카도를 보기 어려울 것""이라고 전했다.또한 ""농무부가 제공한 자료에 따르면 올해 멕시코산 아보카도 공급량이 전년 대비 8% 감소할 예정""이라며 ""아보카도 가격 안정화를 위해 당국이 적극적으로 대응해야 할 것""이라고 강조했다."
[코스닥(개장)] 4.25포인트(0.45%) 오른 942.08 출발,2022-03-30 09:03,서울경제,[서울경제][코스닥(개장)] 4.25포인트(0.45%) 오른 942.08 출발
"[속보] 코스피, 2758.31 상승 출발… 0.63%↑",2022-03-30 09:02,머니S,"[속보] 코스피, 2758.31 상승 출발… 0.63%↑"
"[시황]코스피 2758.31(▲0.63%), 코스닥 942.08(▲0.45%), 원·달러 환율 1210.5원(▼9.3원) 개장",2022-03-30 09:02,뉴시스,[서울=뉴시스] 이승주 기자 = 30일 코스피는 전 거래일(2741.07)보다 17.24포인트(0.63%) 오른 2758.31에 거래를 시작했다.코스닥지수는 전 거래일(937.83)보다 4.25포인트(0.45%) 상승한 942.08에 개장했다.서울 외환시장에서 원·달러 환율은 전 거래일(1219.8원)보다 9.3원 내린 1210.5원에 문을 열었다.
"코스닥, 4.25P 오른 942.08 출발(0.45%↑)",2022-03-30 09:02,아시아경제,"코스닥, 4.25P 오른 942.08 출발(0.45%↑)"
"코스피, 17.24P 오른 2758.31 출발(0.63%↑)",2022-03-30 09:02,아시아경제,"코스피, 17.24P 오른 2758.31 출발(0.63%↑)"
[출발]코스피 개인 0억 순매도,2022-03-30 09:02,이데일리,[이데일리 MARKETPOINT]09:01 현재 코스피 개인 0억 순매도
[코스피(개장)] 17.24포인트(0.63%) 오른 2758.31 출발,2022-03-30 09:02,서울경제,[서울경제][코스피(개장)] 17.24포인트(0.63%) 오른 2758.31 출발
[출발]코스피 기관 중립,2022-03-30 09:02,이데일리,[이데일리 MARKETPOINT]09:01 현재 코스피 기관 중립
[출발]코스피 외국인 중립,2022-03-30 09:02,이데일리,[이데일리 MARKETPOINT]09:01 현재 코스피 외국인 중립
"회계사들 ""올 1분기 경기 '제자리걸음'…2분기 개선세""",2022-03-30 09:01,뉴시스,"기사내용 요약한공회, 올 1분기 회계사 경기실사지수 발표[서울=뉴시스] 류병화 기자 = 공인회계사들은 올해 1분기 국내 경기가 제자리걸음을 하겠지만 2분기부터 완만한 개선세를 보일 것으로 전망했다.한국공인회계사회(한공회)는 올해 1분기 '공인회계사가 본 경기실사지수(CPA BSI)'를 발표했다고 30일 밝혔다. 경제와 산업 전반에 대한 전문지식과 경험이 있는 공인회계사를 대상으로 설문 조사한 결과다.CPA BSI 조사 결과 올해 1분기 경제 현황 BSI는 100을 기록했다. BSI는 100을 기준으로 100을 초과하면 경기 호전을 의미하며 반대로 100 미만이면 경기 악화를 의미한다. 기준치인 100은 우리 경제의 전반적인 경기가 직전 분기와 비슷할 것을 나타낸다.현황 BSI는 지난해 1분기 이후 4분기 연속으로 100을 상회했으나 이번 1분기에는 기준선에 걸쳤다. 경기 개선세가 멈춰서며 체감경기도 제자리걸음을 한 것으로 보인다. 이번 설문은 러시아의 우크라이나 침공이 개시되기 이전인 지난달 14일~22일에 실시됐다.오는 2분기 전망치는 103으로 경기 개선이 전망된다. 전 분기 대비 15포인트 하락해 개선 정도는 다소 둔화될 것으로 예상됐다.올해 우리나라 경제에 영향을 미칠 주요 세부 요인으로는 코로나19로 인한 영향(25%), 원자재 가격 및 인플레이션(18%), 글로벌 경기회복 흐름(18%), 통화정책 정상화 속도와 자금조달 환경 변화(14%), 국내외 정치적 이슈(8%) 등의 순으로 꼽혔다.산업별로는 전 산업의 2분기 전망 BSI가 100을 상회해 2분기에도 주요 산업의 전반적인 업황이 개선될 것으로 관측된다. 다만 전자와 건설을 제외한 대다수 산업 전망 BSI가 전 분기보다 하락해 개선세는 주춤할 전망이다.한편 CPA BSI 설문조사 내용은 이달 말 한국공인회계사회 홈페이지에서 확인할 수 있다．"
[스팟] 코스피 17.24포인트(0.63%) 오른 2758.31 출발,2022-03-30 09:01,머니투데이,30일 코스피.
[달러/원] 환율 9.3 원 내린 1210.5원 출발,2022-03-30 09:01,뉴스1,© News1 DB(서울=뉴스1) = 30일 미국 USD 환율
[코스피] 17.24p(0.63%) 오른 2758.31 출발,2022-03-30 09:01,뉴스1,© News1 DB(서울=뉴스1) = 30일 코스피 출발
[출발]코스닥 상승..942.08(+0.45%),2022-03-30 09:01,이데일리,[이데일리 MARKETPOINT]09:00 현재 코스닥 상승..942.08(+0.45%)
[출발]코스피 상승..2758.31(+0.63%),2022-03-30 09:01,이데일리,[이데일리 MARKETPOINT]09:00 현재 코스피 상승..2758.31(+0.63%)
[출발]프로그램 0억 매수우위,2022-03-30 09:01,이데일리,"[이데일리 MARKETPOINT]09:00 현재 차익거래 중립, , 비차익거래 0억 매수우위"
[출발]환율 하락..1210.5(-9.3원),2022-03-30 09:01,이데일리,[이데일리 MARKETPOINT]09:00 현재 환율 하락..1210.5(-9.3원)
[코스닥] 4.25p(0.45%) 오른 942.08 출발,2022-03-30 09:00,뉴스1,© News1 DB(서울=뉴스1) = 30일 코스닥 출발
"밈주 폭등세에 美 채권왕이 던진 말…""로또랑 똑같아""",2022-03-30 09:00,한국경제TV,"(빌 그로스 / 사진= NYT)""밈주는 로또와 다름없다.""밈주가 폭등세를 보이며 투자자들의 관심을 한 몸에 받는 가운데 세계 최대 채권운용사 핌코의 공동창립자 빌 그로스는 투자를 경계하라고 이같이 경고했다.29일(현지시간) 빌 그로스는 야후 파이낸스와의 인터뷰에서 ""로또 회사를 비롯해 내재적인 가치가 없는 옵션을 찍어내는 회사를 떠올려보자""며 ""회사가 옵션 자체의 가치를 높이지 못한다면 결국 (옵션의) 가격은 내려갈 수 밖에 없다""고 전했다.빌 그로스는 밈주를 비롯해 내재적인 가치가 없는 수단에 투자하는 것을 줄곧 경계해왔다. 최근 소액 투자를 했다고 밝혔지만, 오랫동안 월가의 대표적인 비트코인 회의론자로 거론되기도 했다.과거 작년 2월에도 빌 그로스는 ""게임스탑 열풍으로 결국 개미(개인투자자)들만 다칠 것""이라고 경고한 바 있다. 게임스탑은 대표적인 밈주식 중 하나다. 당시 그는 ""레딧의 증권 방을 중심으로 활동하는 개미들이 충분한 자본과 전문적인 수학적 지식 없이 자본시장의 문을 두드리고 있다. 개미들이 결국 희생될 것""이라고 경고했다.인터넷 세대들의 전유물인 밈은 인기가 붙는 속도도, 사그라드는 속도도 빠르다. 이러한 밈의 특성을 가진 주식에 붙여진 별명이 바로 '밈 주식'인 만큼 투자자들이 삽시간에 몰렸다 급속도로 빠져나가는 등 변동성이 두드러진다. 이런 극심한 변동성에 최근 폭등세의 배경을 파악하기도 쉽지 않다.밈주의 대표주자 게임스탑의 주가가 최근 10거래일 동안 연속 상승하며 143% 폭등한 가운데 이날은 5.11% 하락 마감했다. 또 다른 밈주 AMC는 이날 강보합권에서 거래를 마쳤다."
[출발]국채선물 상승..106.20 +7틱,2022-03-30 09:00,이데일리,[이데일리 MARKETPOINT]09:00 현재 국채선물 상승..106.20 +7틱
[출발]지수선물 상승..367.00(+3.45p),2022-03-30 09:00,이데일리,[이데일리 MARKETPOINT]09:00 현재 지수선물 상승..367.00(+3.45p)
