제목,시간,언론사,본문
"이도, 인천 친환경 현대화 시설 통한 ESG 경영..모범 사례 지자체도 ‘인정’",2022-03-29 05:39,파이낸셜뉴스,"[파이낸셜뉴스] 이도(YIDO)의 인천 수도권환경 자원재활용 사업장이 ESG경영 모범 사례로 지자체의 인정을 받았다.29일 투자은행(IB) 업계에 따르면 박남춘 인천시장은 지난 23일 인천 서구에 있는 이도의 수도권환경 자원재활용 센터를 방문해 폐기물 재활용 현장 점검 및 관계자 격려 및 애로사항 등 현장 목소리를 청취했다.수도권환경 자원재활용 센터는 이도가 2018년 7월 인수 곳이다. 자기자본 투자를 통해 현대화 시설로 개선됐다. 현대화를 통해 폐기물 처리 시설물은 돔 형태로 실내에 설치됐다. 비산먼지 및 소음 등이 현저하게 줄어, 환경오염 문제를 해결하는데 도움을 주고 있다는 평가다.실제로 수도권환경의 폐기물 매립 비율은 지난 2018년 반입대비 5.43%에서 올해는 1.54% 수준으로 크게 개선될 예정이다.박남춘 인천시장은 “친환경 돔 현대화 시설을 도입해 재활용률과 순환골재 질도 크게 높인 이도가 건설폐기물 처리업체들이 가야 할 방향을 제시하고 있다고 생각한다”며 “다른 업체들도 인천의 행보에 맞춰 친환경을 최우선 가치에 두어야 한다”고 말했다.최정훈 이도 대표이사는 “청정지역 제주 및 대한민국 중서남부 지역에 폐기물 처리 밸류체인 구축한 친환경 기업”이라며 “버려지는 산업폐기물을 자원으로 변화시키는 친환경 사업을 지속 확대해 환경 문제 해소에 이바지하고, 이를 통해 ESG 경영을 선도할 것”이라고 말했다."
"""운명의날 밝았다"" 4만 개미 오스템임플란트 거래재개 여부 주목",2022-03-29 05:35,머니S,"수천억원대 횡령사건으로 주식거래가 정지된 오스템임플란트의 거래재개 여부가 29일 결정된다./사진=뉴스1수천억원대 횡령사건으로 주식거래가 정지된 오스템임플란트의 거래재개 여부가 29일 결정된다.29일 금융투자업계에 따르면 이날 한국거래소는 기업심사위원회(기심위)를 열어 오스템임플란트의 거래 재개 여부에 대한 안건을 심의 의결할 예정이다. 기심위에서 긍정적인 결정이 나오면 다음날인 30일부터 바로 거래가 재개되지만 개선기간 부여 및 상장폐지 가능성도 마냥 배제할 수는 없는 상황이다.업계에서는 오스템임플란트가 상장폐지라는 최악의 시나리오는 면할 가능성이 높다고 보고 있다. 경영진의 횡령 가담 가능성이 없다는 경찰측의 판단으로 최규옥 회장과 엄태관 대표를 검찰에 송치하지 않았기 때문이다.내부회계관리제도와 관련해 비적정의견이 나왔으나 이는 투자유의환기종목으로 지정된다는 의미로 내년 감사에서 적정을 받으면 해소된다는 게 회사 측 설명이다.특히 지난 21일 인덕회계법인이 오스템임플란트에 대해 감사의견 '적정' 의견을 제출하면서 오스템임플란트의 재개 가능성이 한층 커진 분위기다. 재무제표에 대해 의견거절이 나오면 상폐사유에 해당하지만 오스템임플란트는 이를 면했다.이번 횡령사건이 경영진과 상관없는 직원 개인 비위인 만큼 기업가치를 보고 투자한 소액주주들의 보호가 이뤄져야 한다는 의견도 나온다. 현재 오스템임플란트 거래정지로 소액주주 4만명의 투자자금이 묶여있는 상태다. 이들 중 미수거래나 주식담보대출로 투자한 투자자들의 투자금은 약 1130억원으로 추정된다.오스템임플란트 측은 오는 31일 정기 주주총회 이후 내부통제시스템을 고도화한다는 방침이다. 오스템임플란트는 올해 감사위원회를 도입하는가 하면 이사 과반수를 사외이사로 선임하는 등 내부통제 강화를 골자로 한 경영개선계획을 거래소에 제출했다.이외에도 올해 오스템임플란트는 5개국에 해외법인을 설립할 예정이다. 작년이나 올해 글로벌 치과기업에 대한 인수합병(M&A)을 적극 추진해 임플란트 판매량 뿐만 아니라 매출액에서도 세계 1위가 되겠다는 포부를 드러내기도 했다. 오스템임플란트 관계자는 ""개인 일탈과 내부회계관리 미흡으로 오스템임플란트의 횡령사고가 발생했지만 이는 일회성""이라며 ""고강도 재발방지 대책과 경영투명성을 제고하는 정책으로 내실을 다졌다""고 말했다."
러시아 전쟁에 치솟았던 가스株 내리막길,2022-03-29 05:34,이데일리,"대성에너지 이달 들어 32%↓가스 관련주 일제히 내림세""단기간 내 천연가스 공급 충격 가능성 낮아""[이데일리 김겨레 기자] 러시아와 우크라이나의 전쟁으로 주가가 치솟았던 가스 관련주가 하락하고 있다. 유럽을 중심으로 러시아에 대한 천연가스 의존도를 낮추는 움직임이 확산되는 데다 전쟁으로 인한 공급 충격 공포가 일부 진정되면서다.28일 마켓포인트에 따르면 대성에너지(117580)는 전 거래일보다 650원(5.33%) 하락한 1만1550원에 거래를 마쳤다. 지난 1월 7000원대였던 대성에너지는 지난달 러시아에 대한 제재로 천연가스 가격이 급등할 것이라는 전망에 2월 한 달 동안 주가가 115.8% 폭등했다. 주가 상승률은 같은 기간 코스피 시장 내 1위를 기록했다.하지만 대성에너지 주가는 이달 들어서만 31.7% 하락했다. 유사한 주가 움직임을 보인 가스 관련주도 일제히 내림세다. 지난달 25일 3만7750원을 기록한 경동도시가스(267290)는 39.4% 빠졌다.같은 기간 지에스이(053050)와 인천도시가스(034590)도 고점에서 각각 38.4%, 21.4% 하락했다. 한국가스공사(036460)도 지난 7일 고점에서 15.6% 내렸다.가스관을 통해 천연가스를 수입하고 있는 유럽이 액화천연가스(LNG) 운반선 발주를 늘릴 것이라는 전망에 가격이 뛰었던 해운주도 이달 들어 잠잠한 모양새다. 러시아의 우크라이나 침공 이후 주가가 2배로 뛰었던 흥아해운(003280)은 이달 4일 고점에서 27.8% 하락했다. 같은 기간 대한해운(005880)도 14.9% 떨어졌다.러시아와 우크라이나의 전쟁이 길어지고 있음에도 천연가스 관련 종목이 부진한 것은 단기간의 주가 급등으로 차익실현 매물이 집중된 것으로 풀이된다. 또 시장의 공포처럼 러시아의 에너지 수입 단절이 당장 현실화되지 않은 점도 영향을 미친 것으로 보인다. 러시아는 최근 전쟁 와중에도 유럽에 정상적으로 가스를 공급하고 있다고 밝혔다.아울러 유럽연합(EU)이 가스·수소·액화천연가스를 공동으로 구매·비축하기로 하는 등 의존도를 줄이려 하고 있다. 미국도 올 연말까지 유럽에 LNG 150억㎥를 지원하기로 했다. EU는 지난해 미국으로부터 역대 최대 규모인 LNG 220억㎥를 수입했다.위정원 교보증권 연구원은 “러시아산 천연가스 공급 감소는 나타나지 않았고 경제 제재에서 에너지 분야는 제외됐다”며 “향후 불확실성은 높지만 시장의 우려만큼 단기간 내 천연가스 공급 충격이 발생할 가능성은 제한적”이라고 분석했다."
테슬라 상하이 공장 중단에도 주식분할로 8% 폭등(상보),2022-03-29 05:33,뉴스1,"테슬라 일일 주가추이 - 야후 파이낸스 갈무리(서울=뉴스1) 박형기 기자 = 상하이 시정부가 코로나19가 창궐하자 전면봉쇄를 단행해 테슬라의 상하이 공장 조업이 4일간 중단됨에도 테슬라가 주식분할을 발표, 주가가 8% 이상 폭등했다.28일(현지시간) 뉴욕증시에서 테슬라의 주가는 전거래일보다 8.03% 급등한 1091.84 달러를 기록했다.이는 테슬라가 주식분할을 추진하고 있기 때문으로 풀이된다. 테슬라는 이날 공식 트위터 계정을 통해 “테슬라는 다가오는 연례주총에서 주주들에게 주식분할에 대한 투표를 요청할 계획”이라고 밝혔다.테슬라 트위터 갈무리테슬라가 주식분할을 하면 2년도 되지 않아 두 번째 주식분할을 하게 된다.2020년 8월 테슬라가 첫 번째 주식 분할을 발표했을 때, 테슬라는 5대1로 주식을 분할했었다. 현시점에서 주주들에게 어떤 형태의 분할이 제안될지는 아직 불분명하다. 테슬라의 연례주총은 일반적으로 6월에 열린다.보통 주식 액면분할은 개미(개인투자자)들이 더 쉽게 주식에 접근할 수 있기 때문에 주가 상승에 호재다.증권사 웨드부시의 전기차 분석가인 댄 이브스는 ""테슬라는 전기차주 중에서 아마존, 구글, 애플과 같은 가치주""라며 ""주식의 액면분할은 주가 상승에 긍정적인 촉매가 될 것""이라고 평가했다.앞서 테슬라는 전일 상하이의 전면봉쇄로 상하이 기가팩토리의 조업을 4일간 중단한다고 발표했었다. 테슬라는 28일부터 31일까지 나흘간 상하이 공장의 조업을 중단한다.테슬라의 조업중단이 생산에 얼마나 많은 영향을 미칠 수는 정확히 알 수 없지만 전문가들은 생산 라인을 정상화하는 데는 조업을 중단한 만큼의 시일이 걸린다며 연간 최대 1만7300대의 차량생산이 감축할 수 있다고 입을 모으고 있다.주식분할 추진 소식은 이 같은 악재를 극복하고도 남을 정도로 강력한 호재로 평가된다."
"나스닥 1.3% 상승, WTI 7% 급락…상하이 폐쇄에 다른 행보",2022-03-29 05:30,뉴스1,뉴욕증권거래소 내부 객장 © AFP=뉴스1(서울=뉴스1) 신기림 기자 = 미국 뉴욕증시가 상승하고 국제유가는 크게 떨어졌다.28일(현지시간) 다우 지수는 전장 대비 94.65포인트(0.27%) 상승해 3만4955.89를 기록했다.스탠다드앤푸어스(S&P)500은 32.46포인트(0.71%) 올라 4575.52로 체결됐다.나스닥 지수도 185.60포인트(1.31%) 뛴 1만4354.90으로 거래를 마쳤다.유가는 급락했다.미 서부텍사스원유(WTI) 선물은 7% 밀려 배럴당 105.96달러를 기록했다. 북해 브렌트유 선물도 6.8% 하락해 배럴당 112.48달러에 체결됐다.
"뉴욕증시, 일제 상승 마감…나스닥, 1.3%↑",2022-03-29 05:17,뉴시스,"[뉴욕=AP/뉴시스]뉴욕 증권거래소에서 한 중개인이 주식 시세를 지켜보고 있다.[서울=뉴시스] 신정원 기자 = 28일(현지시간) 러시아와 우크라이나 평화 협상 재개를 앞두고 뉴욕증시 주요 지수가 일제히 상승 마감했다.이날 뉴욕증권거래소(NYSE)에서 다우존스 30 산업평균 지수는 전장 대비 94.65포인트(0.27%) 상승한 3만4955.89에 거래를 마쳤다.스탠더드앤드푸어스(S&P) 500 지수는 32.46포인트(0.71%) 오른 4575.52, 기술주 중심의 나스닥 지수는 185.60포인트(1.31%) 뛴 1만4354.90에 폐장했다．"
'올해 첫 상장 리츠' 코람코더원리츠 출격… 시장 훈풍 지속될까,2022-03-29 05:15,머니S,"올해 코람코더원리츠(REITs·부동산투자신탁)가 증시에 입성하면서 상장 리츠 시장에 신호탄을 쐈다./사진=이미지투데이코람코더원리츠(REITs·부동산투자신탁)가 증시에 입성하면서 상장 리츠 시장에 신호탄을 쐈다. 마스턴프리미어리츠, KTB물류리츠 등의 상장이 줄줄이 예고돼 있어 올해도 상장 리츠 시장의 성장세가 두드러질 것으로 보인다.29일 한국거래소에 따르면 전일 유가증권시장에 상장한 코람코더원리츠는 시초가 5260원보다 150원(2.85%) 오른 5410원에 거래를 마쳤다. 공모가(5000원) 대비로는 8.2% 상승했다.코람코더원리츠는 코람코자산신탁에서 상장시킨 세 번째 리츠이자 코람코자산신탁 최초의 영속형 오피스리츠다. 여의도 하나금융투자빌딩을 기초자산으로 운용해 투자자에게 공모가 기준 6.2%대의 수익을 연 4회 분할 배당하는 분기배당 상품이다.앞서 코람코더원리츠는 지난 2~3일 양일간 진행한 공모청약 결과 경쟁률 451대1을 기록하면서 흥행을 기록한 바 있다. 일반 청약 증거금은 약 6.6조원으로 집계됐다. 지난 기관투자자 대상 수요예측에서도 역대 상장 리츠 중 두번째로 높은 경쟁률인 794.9대1을 기록하면서 대흥행을 이끄는데 성공하기도 했다.코람코더원리츠가 투자자들의 인기를 끌었던 배경은 상장 리츠 대비 높은 배당 수익률과 결산월의 차별성을 두면서 투자 상품으로서의 가치를 제고했기 때문이다. 공모가 기준 연 환산 6.2%대의 배당수익률과 연 4회 분기배당정책(결산월 2·5·8·11월)을 도입해 투자상품과 교차배당이 가능하도록 설계되면서 투자자의 원활한 현금흐름을 보장했다는 것이 회사 측의 설명이다.정준호 코람코자산신탁 대표이사는 ""코람코더원리츠는 코람코자산신탁의 시그니처 오피스 상장 리츠로서 지속적인 코어자산 편입을 통해 규모의 경제를 이루며 성장해 나갈 것""이라며 ""코람코자산신탁은 앞으로 투자자를 위한 건전한 투자처 마련과 리츠시장의 양적·질적 성장을 위해 노력할 것""이라고 말했다.국토부 리츠정보시스템에 따르면 지난해 5개 리츠가 신규로 상장되면서 이날 기준 국내 상장리츠는 총 18개다. 업계에서는 코람코더원리츠의 상장을 시작으로 올해도 리츠 시장의 성장세가 두드러질 것으로 보고 있다. 올해 역시 코람코더원리츠를 포함해 마스턴프리미어리츠, 다올물류리츠, 인마크리츠, KB스타갤럭시타워리츠 등의 리츠가 연내 상장 준비를 하면서 시장이 본격적으로 성장할 것이란 설명이다.배상영 대신증권 연구원은 ""국내 상장 리츠는 제도가 도입된 2000년 이후 오랜 기간 동안 존재감이 미미했으나 최근 들어 양적 및 질적 성장으로 투자자들에게 하나의 대체 자산군으로 자리매김하고 있다""며 ""지난 3년간 다양한 자산을 기초자산으로 하는 리츠들이 상장됐고 증자와 자산편입, 배당 성장과 같은 상장 리츠 시장의 성장 이벤트들이 발생하면 질적 양적 성장이 나타났다""고 설명했다.배 연구원은 ""현재 상장 리츠들의 자산 편입 및 운용 계획과 신규 IPO 예정 리츠 규모를 고려할때 국내 리츠 시장 규모는 지속적으로 성장할 것으로 보인다""고 내다봤다."
경기침체 우려 완화에 나스닥 1.31%↑ [데일리 국제금융시장],2022-03-29 05:14,서울경제,"5년·30년 국채금리 역전 일부 발생WTI, 상하이 셧다운에 7% 급락테슬라, 주식분할 계획 후 8% 폭등[서울경제]증시를 짓누르던 경기침체 우려가 일부 완화하고 국제유가가 크게 하락하면서 미국 뉴욕증시의 주요 지수가 상승했다.28일(현지 시간) 미 경제 방송 CNBC에 따르면 이날 뉴욕증권거래소(NYSE)의 다우존스산업평균지수는 전 거래일보다 94.65포인트(0.27%) 오른 3만4955.89에 거래를 마쳤다.스탠더드앤드푸어스(S&P)500은 32.46포인트(0.71%) 상승한 4575.52, 나스닥은 185.60포인트(1.31%) 뛴 1만4354.90에 마감했다. CNBC는 “투자자들이 경기침체에 대한 부담을 덜어내고 기술주를 사들였다”고 전했다.이날 시장은 5년 만기 미 국채금리가 한때 연 2.6361%로 30년 만기 금리인 2.6004%보다 오르면서 경기침체 가능성에 대한 우려가 고조됐다. 재역전되기는 했지만 이후 원상태를 찾았다. 많은 이들이 참고하는 2년과 10년 물은 여전히 역전이 안 된 상태다.국제유가는 상하이 락다운에 따른 수요 감소 가능성에 7% 급락했다. 이날 뉴욕상업거래소의 5월물 서부텍사스산원유(WTI) 가격은 전 거래일보다 7.94달러(7%) 하락한 배럴당 105.96달러에 거래를 마쳤다.이날 테슬라는 주식분할 계획을 밝힌 후 8.03% 폭등했다. 시장은 이번 주에 나올 경제지표도 주목하고 있다. 전문가들은 3월 일자리가 46만 개 늘어나고 실업률은 3.7%로 떨어질 것으로 보고 있다.#기자페이지를 구독하시면 미국 경제와 월가의 뉴스를 쉽게 받아보실 수 있습니다"
[속보] 테슬라 8.03% 폭등한 1091.84달러에 마감,2022-03-29 05:10,뉴스1,
[속보]침체 전조에도 주식에 돈 몰린다…나스닥 1.3%↑,2022-03-29 05:05,이데일리,[뉴욕=이데일리 김정남 특파원] 미국 뉴욕 증시의 주요 3대 지수가 28일(현지시간) 일제히 강세를 보였다. 연방준비제도(Fed)의 가파른 긴축에 따른 침체 우려가 작지 않음에도 이례적으로 주식으로 돈이 계속 몰리고 있다.마켓포인트에 따르면 이날 미국 뉴욕증권거래소에서 블루칩을 모아놓은 다우존스 30 산업평균지수는 전거래일 대비 0.27% 상승했다. 대형주 중심의 스탠더드앤드푸어스(S&P) 500 지수는 0.71% 올랐다. 기술주 중심의 나스닥 지수는 1.31% 뛰었다.뉴욕채권시장은 또 연준의 공격 긴축에 따른 침체 우려를 반영했다. 글로벌 장기시장금리 벤치마크인 미국 10년물 국채금리는 장중 2.557%까지 뛰었다. 연준 통화정책에 민감한 2년물 국채금리는 장중 2.414%까지 치솟았다. 10년물과 2년물 금리차가 재차 줄어들면서 채권수익률곡선은 더 평평해졌다. 특히 이날 장중 30년물과 5년물 금리는 한때 역전되기도 했다. 이는 침체의 전조일 수 있다는 게 월가 다수의 시각이다. 증시 투자 심리에 악재다.그럼에도 근래 뉴욕 증시는 좀처럼 꺾이지 않고 있다. 큰 폭 상승은 아니지만 각종 악재에도 굳건히 버티고 있는 분위기다. 미국 주식 외에는 투자 대안이 마땅치 않다는 심리가 한몫하는 것으로 풀이된다.국제유가는 급락하면서 투심을 떠받쳤다. 뉴욕상업거래소에서 5월 인도분 서부텍사스산원유(WTI) 가격은 7% 떨어진 배럴당 105.96달러에 거래를 마쳤다.(사진=AFP 제공)
"""주가 오를줄 알았는데""…무이자 CB 투자자, 길어지는 인고의 시간",2022-03-29 05:01,이데일리,"유동성 타고 쏟아졌던 금리 0% 전환사채낮은 주가에 주식 전환 요원…난처한 투자자들[이데일리 지영의 기자] 지난해에 ‘제로금리’ 전환사채(CB)를 매입했던 투자자들의 고민이 깊어지고 있다. 증시가 전반적으로 조정을 보이면서 보유한 CB가 전환가액에 미치지 못해 사실상 무수익 자산 상태로 보유하는 기간이 더 길어질 수밖에 없어서다.28일 금융감독원에 따르면 지난해에 제로금리 CB를 발행한 파미셀(005690)과 하이즈항공(221840), 의약품 제조업체 휴메딕스(200670) 등의 전환청구 가능 기간이 임박했다. 휴메딕스의 전환가액은 2만6800원으로 CB를 매입한 사채권자들은 4월 6일부터 주식 전환 청구할 수 있다. 하이즈항공 전환가액은 5330원으로 오는 4월 30일부터, 파미셀의 전환가액은 1만2066원으로, 오는 6월 14일부터 주식 전환 청구할 수 있다.문제는 해당 종목들의 주가가 전환가액을 밑도는 수준이라 주식 전환을 통한 이익 실현이 불가능하다는 점이다. 전환 청구 기간이 며칠 남지 않은 휴메딕스의 경우 이날 종가 기준 주가가 2만900원으로 전환가액 대비 22% 낮다. 휴메딕스 대비 기간 여유가 남았지만, 파미셀과 하이즈항공도 각각 7%, 8% 낮은 수준을 기록 중이다. 파미셀의 경우 최근 리픽싱(전환가액 조정)을 통해 가격 조정을 거쳤음에도 전환가에 미치지 못하는 상태다.표면이자율과 만기이자율 모두 제로금리로 발행된 CB는 주식 전환을 통한 차익 투자가 목적이다. 주식전환 외에는 기대 수익이 없어 대체로 만기까지 기다릴 이유가 없다. 통상 전환 청구 기간이 도래했을 때 기대 주가 이상으로 올랐다 싶으면 주식으로 전환해 매도, 이익을 실현하는 것이 일반적이다. 전환하지 못하는 기간이 길어질수록 사실상 손해인 셈이다.우크라이나 전쟁 등 대외 불안 요인과 미국 연방준비제도(Fed)의 공격적인 금리인상 기조에 대한 우려로 증시에 조정 장세가 지속되는 상황. 대부분의 종목 주가가 부진한 양상을 보이고 있다. 지난해에 풍부한 유동성을 타고 제로금리 CB 발행이 쏟아졌음을 감안하면 수익을 보지 못하고 자금을 묶어두는 처지의 투자자들은 더 늘어날 전망이다.한 사모펀드 운용사 관계자는 “이자는 한 푼도 못 받는데 증시가 안 좋아서 언제 전환 가능할지도 모르는 상황”이라며 “발행사야 아쉬울 것이 없지만 CB 들어갈 때 만기까지 가려는 투자자는 없다. 이자를 날리는 기회비용이 만만치 않은데 누가 좋아하겠느냐”고 토로했다."
"주식은 역시 미국? 웃음찾은 서학개미, 한숨쉬는 동학개미",2022-03-29 05:01,머니투데이,"해외주식에 투자한 서학개미들이 다시 웃음을 되찾았다. 미국 기준금리 인상에 러시아 우크라이나 전쟁으로 주요기업들의 주가가 곤두박질치면서 손실이 크게 발생했는데, 시장이 안정을 찾으면서 'V'자 형태의 반등이 나오며 계좌가 다시 수익권에 들어갔다. 한국증시에 올인한 동학개미들은 여전히 한숨만 나온다. 연초대비 20~30% 이상 하락한 종목이 수두룩하고 외국인 공매도도 갈수록 기승이다.28일 증권업계에 따르면 올해 미국 다우존스 지수는 지난 연말 3만6338.30에서 2월하순 3만3131.76로 하락한 후 현재(현지시간 3월25일) 3만4861.24로 반등했다. 같은 기간 나스닥 지수는 1만5644.97 →1만2581.22(3월중순)→1만4169.30 으로 움직였다.연말대비 다우존스 지수는 4.1% 낮고 나스닥지수는 9.4% 하락한 수치다. 같은 기간 코스피 지수와 코스닥 지수는 각각 8.3%, 9.6% 내렸다. 수치만 놓고 보면 한국이나 미국이나 큰 차이는 없어 보이지만 개인 투자자들이 느끼는 체감온도는 겨울과 봄 차이 만큼이나 크다.서학개미들이 주로 투자하는 애플, 구글, 아마존, 테슬라, 엔비디아 등의 기술주도 올해 롤러코스터를 탔지만 현재 주가는 연말 수준을 거의 회복한 상태다. 연말-현재 주가(소수점 반올림, 달러기준)는 △애플 177, 175 △구글 2897, 2833 △아마존 3334, 3295 △테슬라 1057, 1011 △엔비디아 294, 277 등이다. 이 밖에 마이크로소프트나 인텔의 흐름도 크게 다르지 않다.반면 한국증시를 대표하는 기업(3월25일 원화기준)들은 △삼성전자 7만8600, 6만9800 △네이버 37만8500, 33만3000 △삼성바이오로직스 89만2432, 81만9000 △삼성SDI 65만5000, 54만1000 등이다. 10% 하락은 선방, 20% 하락은 평균인데 30%씩 하락한 종목도 상당하다. 동학개미들이 더욱 속상하게 느끼는 것은 같은 업종, 같은 사업구조를 지닌 기업들의 주가가 딴판으로 움직인다는 점이다.한 개인 투자자는 ""미국의 경우 낙폭도 한국보다 크지 않았지만 저점을 찍은 후 IT(정보통신)는 물론 제조업 기업들도 주가가 상당폭 올랐다""며 ""이에 반해 한국은 차기정부 정책과 관련한 수혜주만 반짝 급등했을 뿐, 전반적인 반등폭도 작았고 움직임 자체가 달랐다""고 지적했다.임종철 디자인기자 /사진=임종철 디자인기자그는 ""러시아-우크라이나 사태로 국제유가가 치솟으면서 미국의 대표적인 정유기업 셰브론은 연일 고공행진을 거듭하고 있다""며 ""반면 SK이노베이션이나 S-OIL 같은 국내 기업들의 주가는 그렇지 못하다""고 덧붙였다. 셰브론은 지난 연말 116달러였는데 최근에는 170달러 전후에서 거래되고 있다. S-OIL은 연말 8만5700원에서 현재 9만7000원 안팎을 기록하고 있지만 SK이노베이션은 23만8500원에서 21만원대로 주가가 내렸다.국내기업들의 주가가 상대적으로 약한 것은 한국 특유의 디스카운트 요인이 작용했기 때문이란 지적이다. 2020~2021년에는 개인 투자자들의 자금이 대거 유입되면서 주가가 크게 오르는 원동력이 됐다. 특히 이 기간 공매도 거래가 중단됐기 때문에 시장에 힘이 실렸다. 그러나 공매도 거래가 풀린 뒤에는 상황이 달라졌다. 외국인을 중심으로 무차별 공매도가 이뤄지면서 반등폭이 제한됐고 이런 수급요인이 한미 증시 차별화의 큰 원인이 됐다는 분석이다.호텔신라의 경우 올 들어 2320만주가 거래됐는데 이 가운데 20%가 넘는 475만여주가 공매도였다. SK아이이테크, 포스코케미칼, 넷마블, 아모레퍼시픽, 롯데쇼핑, 메리츠증권, 삼성바이오로직스, 카카오뱅크 등도 공매도 거래가 많았던 기업들이다.호텔체인으로 미국증시에 상장돼 있는 힐튼 그랜드 베이케이션즈의 경우 지난해 1월말 주가가 28달러 수준이었는데 현재는 52달러로 오른 상태다. 코로나19(COVID-19)에서 벗어나면서 여행수요가 늘어날 가능성이 크다는 전망에 힘입은 것인데 올 들어서도 주가가 견조한 흐름을 보이는 중이다.반면 호텔신라의 경우 지난해 초 8만3000원에서 6월 10만원선까지 오르기도 했으나 이후 공매도 공세가 거세지면서 현재 8만원 전후로 다시 밀려난 상태다. 1월 말에는 7만원 밑으로 내리기도 했다."
늦어지는 코로나 종식…다시 느는 리오프닝주 공매도,2022-03-29 04:46,이데일리,"스텔스 변이 바이러스에 경기재개 지연 우려한국콜마 등 리오프닝주 공매도 비중↑공매도 잔고 순위도 리오프닝주 상위권중국 등 해외 확산 추세도 리오프닝주 타격 요인[이데일리 김응태 기자] 스텔스 오미크론 변이 바이러스 등장으로 리오프닝(경기 재개) 관련주가 다시 공매도 표적이 됐다. 기존 바이러스보다 전파력이 강한 스텔스 바이러스가 우세종이 되며 코로나19 종식이 늦어질 수 있다는 전망이 나오면서다. 증권가에선 국내뿐만 아니라 중국 등에서 스텔스 바이러스 확산 시 리오프닝 수혜주들의 주가 상승이 주춤할 것으로 내다봤다. 공매도는 주식을 빌려 먼저 매도하고 주가가 하락할 때 매입해서 갚는 투자 기법으로, 주가 하락이 예상되는 종목일수록 공매도 거래액 비중이 높다.[이데일리 김정훈 기자]공매도 거래비중 상위 종목 5개 중 4개가 리오프닝주28일 한국거래소에 따르면 지난 25일 기준 공매도 거래비중 상위 10위 종목 중 절반이 리오프닝주였다. 1위는 화장품 제조(OEM) 업체 한국콜마(161890)였다. 한국콜마의 전체 거래대금 대비 공매도 거래대금 비중은 25.43%를 기록했다. 직전 40거래일 공매도 비중 평균 11.01%의 두 배를 훌쩍 뛰어넘었다.뒤이어 롯데쇼핑(023530)이 2위에 올랐다. 공매도 거래대금 비중은 23.45%로, 직전 40거래일 공매도 평균 비중 대비 1.5배 증가했다. 3위는 화장품 업체 아모레G(002790)로 공매도 거래대금 비중이 22.79%를 기록했다. 5위와 6위는 각각 의류 OEM 업체인 한세실업(105630)과 편의점 업체 BGF리테일(282330)이 이름을 올렸다. 한세실업의 공매도 거래대금 비중은 19.33%, BGF리테일은 19.18%였다.이 같은 양상은 전주와 비교하면 판이하다. 일주일 전인 18일에는 공매도 거래비중 상위 목록에 10위 농심(004370)을 제외하고 리오프닝주는 순위에 오르지 못했다. 당시에는 SK(034730)아이테크놀로지, 포스코케미칼(003670), 우리금융지주(316140), 키움증권(039490), LG에너지솔루션(373220) 등 배터리 및 금융업종 업체들이 상위권에 진입했다.최근 공매도 잔고 상위 종목에도 유통업체가 다수 포진하기 시작했다. 지난 23일 기준 시가총액 대비 공매도 잔고금액 비중이 가장 높은 업체는 롯데관광개발(032350)로 8.95%를 기록했다. 2위는 호텔신라(008770)로 7.66%였다. 리오프닝 업종에 속하는 CJ CGV(079160)와 아모레퍼시픽(090430)은 각각 7위와 10위에 올랐다. CJ CGV의 공매도 잔고금액 비중은 3.55%, 아모레퍼시픽은 3.33%였다.리오프닝주 공매도 증가 이유는?최근 리오프닝주들이 공매도 비중이 늘어난 것은 스텔스 변이 바이러스 확산 영향이 크다. 스텔스 변이 바이러스는 오미크론 하위 바이러스로 기존 바이러스 대비 감염률이 30% 높아 코로나 확산세가 더 커질 수 있다는 우려가 나오고 있다. 실제 방역당국은 지난주만 해도 2주 뒤 사회적 거리두기 전면 완화를 검토한다고 밝혔지만, 최근에는 스텔스 바이러스에 대한 경계감을 드러내고 있다. 권덕철 중앙재난안전대책본부 1차장은 이날 “국내 스텔스 오미크론 검출률은 지난주 기준 56.3%로 우세종이 됐다”며 “검사를 기피하는 숨은 감염 사례도 있음을 고려하면 오미크론이 확실히 감소세에 들어갔는지 좀 더 주의 깊은 관찰이 필요하다”고 말했다.스텔스 바이러스 세계 확산… 중국 등 봉쇄 조치도 영향증권가에서도 스텔스 바이러스가 확산하면 리오프닝주의 수혜 시점이 늦어질 것으로 내다봤다. 김효진 KB증권 연구원은 “최근에 정책은 리오프닝 방향으로 가고 있는데 한국도 여전히 코로나 확진자수가 최고 수준”이라며 “리오프닝에 대한 방향 자체가 바뀌는 건 아니지만 격리하는 사람이 워낙 많아 소비 활동이 주춤할 수 있어 리오프닝 효과가 예상보다 늦게 발현될 수 있다”고 설명했다.중국이 등 주요 수출국의 변이 바이러스 확산도 공매도 급증의 한 요인이 될 수 있다는 분석도 나온다. 박종대 하나금융투자 연구원은 “화장품이나 면세점 관련 업종의 공매도가 늘어난 것은 중국의 영향이 크다”며 “중국 화장품 시장의 양대 축인 상해와 심천시 지역이 봉쇄된 것은 부정적인 요인”이라고 분석했다. 그는 이어 “백화점 관련 업종에서 공매도가 늘어난 것은 그동안 해외여행이 차단되면서 국내에 소비가 묶였는데, 다시 해외 여행이 본격화하자 내수에 부정적인 영향이 전해졌기 때문”이라고 진단했다."
