제목,시간,언론사,본문
"키움證 ""FOMC 의사록 공개로 시장 변동성 커질 수도""",2022-04-01 08:31,뉴스1,"매파적 성향 재확인 예상제롬 파월 연방준비제도(Fed) 의장이 지난해 11월30일 (현지시간) 워싱턴 의사당의 상원 은행위원회 청문회에 출석을 하고 있다. © AFP=뉴스1 © News1 우동명 기자(서울=뉴스1) 정지형 기자 = 키움증권은 다음주 공개될 미국 3월 연방공개시장위원회(FOMC) 의사록으로 시장 변동성이 커질 수 있다고 전망했다.1일 김유미 키움증권 연구원은 보고서를 통해 ""예상보다 더 매파적인 연준(연방준비제도·Fed)위원 성향을 확인할 수 있다는 점에서 시장금리와 시장에 변동성이 확대될 가능성이 있다""고 밝혔다.FOMC 의사록 공개는 현지시간으로 오는 6일 발표될 예정인데 연준의 인플레이션 경계감과 대응 의지가 시장 예상보다 더 강할 가능성도 거론된다.지난 3월 FOMC 회의 이후 나온 점도표에서 올해 금리 인상 7회 이상을 주장한 위원이 16명 중 7명이었고, 물가 전망치를 올해 중간값 이상으로 전망한 위원도 다수였다.김 연구원은 ""미국 3월 소비자물가 상승률이 전년 동월 대비 8%를 상회할 가능성이 있다""면서 ""노동시장이 실업률 하락과 임금 상승으로 양호한 흐름을 이어가 금리 인상 기조는 공격적 측면이 강할 것""으로 예상했다.미국 3월 소비자물가 상승률은 오는 12일 발표된다.3월 FOMC 회의록에서는 양적 긴축과 관련된 구체적 계획도 나올 것으로 전망된다.김 연구원은 ""보유자산 직접 매각보다 만기가 도래하는 자산의 재투자 규모를 축소하는 방식이 될 가능성이 높다""며 ""5월에 발표하고 6월부터 시작될 것으로 예상한다""고 말했다."
신한금투 “S-Oil 1분기 어닝서프라이즈...유가 급등이 호재”,2022-04-01 08:31,조선비즈,"신한금융투자는 S-Oil(010950)의 올 1분기 실적이 컨센서스(증권사 평균 전망치)를 웃돌 것이라고 1일 분석했다. 투자의견 ‘매수’와 목표주가 14만원을 유지했다. 유가 급등에 따라 특히 정유 부문의 실적이 예상치를 크게 상회할 전망이다.울산 울주군 온산공단내 에스오일 정유공장에서 석유화학 처리시설이 불을 밝히고 있다. /조선DB이진명 연구원이 제시한 S-Oil의 1분기 영업이익 전망치는 1조2700억원이다. 컨센서스는 9409억원이다.뉴욕상업거래소(NYMEX)에서 거래되는 두바이유 선물 4월물 가격은 1분기 동안 배럴 당 30달러 이상 상승했다. 이에 따라 약 6000억원의 재고 이익이 발생할 것으로 이 연구원은 추산했다. 정제마진(석유 제품 가격에서 원가와 수송비 등을 제한 값)은 공급에 대한 우려 속에서 배럴 당 5달러 상승한 것으로 추정된다.이 연구원은 “S-Oil은 특히 지난해 기준으로 경유 생산 비중이 36%에 달해, 경유 마진 강세의 가장 큰 수혜를 볼 것으로 예상된다”고 설명했다.이 연구원은 “향후 지정학적 리스크(러시아와 우크라이나의 전쟁)가 완화돼 정제마진이 줄어든다면 재고이익이 감소할 수 있지만, 전세계적으로 석유 제품의 재고가 적고 코로나19 팬데믹의 완화로 수요 회복이 예상돼 올해 정제마진 확대는 계속될 것”이라며 “정유 사업의 호황에 따라 올해 연간 실적은 사상 최대치를 경신할 것이며 배당에 대한 기대도 점차 커질 것”이라고 전망했다."
"""현대모비스, 1분기 실적 컨센서스 하회 전망에 목표가 18.4%↓""-현대차",2022-04-01 08:30,한국경제,"현대차증권은 현대모비스에 대해 올 1분기 실적이 컨센서스를 하회할 것으로 예상된다며 투자의견은 '매수'를 유지했으나 목표주가는 31만원으로 기존 대비 18.4% 하향했다.장문수 현대차증권 연구원은 1일 ""올 1분기 현대모비스의 영업이익은 4980억원으로 컨센서스를 6.4% 하회할 것으로 전망된다""며 ""반도체 공급 차질 지속으로 가동 회복이 지연되며 우크라이나 이슈로 더욱 불거진 원재료비 상승, 운송비 부담이 전사 손익에 부정적 영향을 미칠 것""이라고 말했다.원재료비 및 물류비 상승에 따른 가격 전가, 물량 회복이 현대모비스의 손익 회복의 핵심이라는 게 장 연구원의 분석이다.그는 ""반도체 공급 회복 시 볼륨 증가로 인한 손익 개선이 기대된다""며 ""비용 상승에 따른 수익성 악화가 계약 조건에 따라 시차를 두고 고객에게 전가가 가능하지만 급변하는 원가 상승 반영까지 시차가 있을 것""이라고 설명했다."
"헬릭스미스, 소액주주 추천 박재석 이사 선임안 가결",2022-04-01 08:29,이데일리,"[이데일리 김겨레 기자] 헬릭스미스(084990)는 정기주주총회에서 소액주주 비상대책위원회가 추천한 박재석 사내이사 선임안을 가결했다고 1일 공시했다.반면 회사 측이 추천한 사내이사 박영주 선임안은 부결됐다. 재무제표 승인, 이사 보수한도액 승인 등의 안건은 가결됐다."
"""하이트진로, 가격 인상·거리두기 완화 효과…목표가 5%↑-하이",2022-04-01 08:28,한국경제,"투자의견 매수 유지, 목표가 4만4000원 제시서울 대형마트 주류판매대. /사진=연합뉴스하이투자증권은 1일 하이트진로에 대해 가격 인상 효과와 사회적 거리두기 조치 완화로 실적이 개선될 것으로 봤다. 이에 투자의견 '매수'를 유지하고 목표주가는 기존 4만2000원에서 4만4000원으로 4.8% 상향 조정했다.하이트진로의 올해 1분기 매출액은 전년 대비 3.3% 늘어난 5528억원, 영업이익은 0.4% 증가한 531억원으로 추정한다고 하이투자증권은 설명했다. 신종 코로나바이러스 감염증(코로나19) 관련 업소용 시장 악화 이슈가 마무리되고 소주, 맥주 모두 가격 인상 효과가 발생한다는 점을 감안할 필요가 있다고 분석했다.소주 소비는 국내 시장이 견인할 것으로 봤다. 이경신 하이투자증권 연구원은 ""내수 소주의 경우 1월 전년 동기 시장 축소 관련 베이스 효과 및 2월 가격 인상 전 가수요 상황 등을 감안한 일부 반영에도 전년 대비 약 8%의 성장률이 가능하다""며 ""다만 전년 동기 기타제재주 수출액 역기저 부담으로 소주 전체 카테고리 성장률은 4.2% 수준으로 예상한다""고 진단했다. 가격 인상분 7.9%의 외형확대 기여는 연간 800억원의 수준을 예상했다.맥주도 소주와 같은 큰 폭의 외형성장을 예상했다. 이 연구원은 ""맥주의 흐름 또한 내수 소주부문과 동일하게 역기저 및 가격 인상 전 가수요 효과가 반영될 전망""이라며 ""지난달 23일 이후 반영될 7.7%의 인상분을 고려할 때 연간 외형성장 효과는 300억원 수준을 예상한다""고 설명했다.리오프닝 시 코로나 확산에 따른 주류 시장 축소 기조도 점차 해소될 것으로 전망했다. 이 연구원은 ""업소용 시장의 시간 및 인원 규제 강도를 고려한다면 코로나에 따른 업소용 주류시장 축소 기조는 마무리된 상황으로 판단한다""며 ""추가 규제 해소를 통해 부진한 시장 총수요가 회복될 경우 점유율 유지를 가정 시 물량성장 기대는 어렵지 않을 것""이라고 말했다다만 점유율 확보를 위한 비용 증가는 가능성이 있다고 판단했다. 그는 ""점유율 관련 대응을 위한 비용투입 가능성은 열어두지만 지배력 확대를 이끌어낼 경우 부담은 빠르게 완화될 것으로 예상한다""고 설명했다."
"오뚜기, 원재료 비용 상승에도 매출액 개선 전망-하이",2022-04-01 08:25,머니투데이,"/사진=오뚜기하이투자증권이 1일 오뚜기에 대해 투자의견 '매수'와 목표주가 70만원을 유지했다. 물류 및 원재료 비용 상승에도 제품 가격인상 효과 반영과 B2B 판가관리 등으로 시장 기대치(536억원)를 상회하는 영업실적을 시현할 것으로 전망되면서다.이경신 하이투자증권 연구원은 ""오뚜기의 올해 1분기 연결기준 매출액과 영업이익은 각각 전년대비 5.6% 오른 7086 억원, 15.8% 오른 581 억원으로 예상한다""며 ""여타 업체 대비 높게 유지해 온 가격경쟁력이 대외변수 악화 구간에서 추가적 판가 상승 여력으로 이어진다는 점에 주목할 필요가 있다""고 말했다.아울러 ""조미 및 소스류, 밥류 등 주요 제품 판매량의 견조한 흐름이 이어지고 있다""며 ""시장지배력이 높은 주요 제품의 판가조정 및 유지 등 업소용 제품에 대한 가격전가에 따라 매출액 개선세가 이어질 것으로 예상한다""고 했다.이 연구원은 이어 ""대외변수를 고려할 때 기존에 보였던 시장점유율의 공격적인 확대 전략을 이어가기는 어려운 시장환경""이라면서도 ""사업 포트폴리오 내 높은 캐시카우(수익창출원) 비중을 고려한다면 중장기적으로 고마진 제품의 이익이 가정대용식(HMR), 냉동식품 등 성장 제품군의 기반으로 이어지는 사업부문간 이익 선순환 구조는 지속된다는 점이 긍정적""이라고 분석했다."
"하이트진로, 시장 기대치에 부합하는 1분기 실적…목표가↑-하이투자",2022-04-01 08:25,아이뉴스24,"""대외환경 개선, 가격 상승 효과로 우상향 흐름 지속될 것""하이투자증권은 1일 하이트진로에 대해 1분기 시장 기대치에 부합하는 영업실적을 기록할 것이라고 분석했다. 리오프닝 수요에 따른 대외환경 개선과 가격 상승 효과 등으로 주가 우상향 흐름이 지속될 것이라고 판단했다. 목표주가를 기존 4만2천원에서 4만4천원으로 상향 조정했다. 투자의견은 '매수'를 유지했다.하이투자증권이 하이트진로의 목표주가를 상향 조정했다. 사진은 하이트진로의 '두껍상회 서울 강남'. [사진= 하이트진로]이경신 하이투자증권 연구원은 ""1분기 연결기준 매출액과 영업이익은 각각 5천528억원, 531억원으로 추정한다. 각각 전년 동기 대비 3.3%, 0.4% 증가한 수치""라며 ""코로나19 관련 업소용 시장 악화 이슈가 마무리되고 소주와 맥주 모두 가격 인상 효과가 발생한다는 점을 감안할 필요가 있다. 원·부재료 가격 변동 등 가능성이 존재하나 견고한 시장 지배력을 고려할 때 실적 예상치는 부담없는 수준""이라고 판단했다.이 연구원은 ""업소용 시장의 시간과 인원 규제강도 완화를 고려한다면 코로나19에 따른 업소용 주류시장 축소 기조는 마무리된 상황으로 판단한다""며 ""추가 규제 해소를 통해 부진한 시장 총수요가 회복될 경우 점유율 유지를 가정할 때 물량성장 기대는 어렵지 않을 전망이다. 여기에 가격인상분 반영을 감안한다면 이전 대비 이익에 대한 눈높이는 높아질 개연성이 존재한다""고 분석했다.그는 ""점유율과 관련해 대응을 위한 비용투입 가능성은 열어두나 지배력 확대를 이끌어낼 경우 부담은 빠르게 완화될 것으로 예상한다""며 ""대외환경 개선과 비용의 효율적인 집행, 물량 성장에 따른 고정비 레버리지 효과 재확인시 주가의 유의미한 추가 우상향 흐름이 이어질 것으로 판단한다""고 했다."
"대한항공, 올해 사상 '최대 이익' 실현한다…'매수' 유지 -대신證",2022-04-01 08:25,머니투데이,"서울 중구 대한항공 서소문사옥 /사진=이기범 기자 leekb@대신증권이 대한항공에 대해 목표주가 4만3000원과 투자의견 '매수'를 유지했다. 항공화물에 대한 수요가 높고 향후 코로나19(COVID-19) 방역 정책 완화에 따라 여객 수요도 빠르게 회복해 올해 역대급 실적을 거둘 것으로 전망하면서다.대신증권은 대한항공의 올해 1분기 실적을 매출액 2조 8639억원, 영업이익 6039억원, 지배주주 순이익 3132억원으로 전망했다.양지환 대신증권 연구원은 ""대한항공의 2022년 1분기 실적은 시장 기대치를 상회하는 호실적일 것""이라며 ""항공화물부문의 높은 일드(Yield)와 견조한 수요 때문으로 판단한다""고 했다.이어 ""올해 1분기 항공화물 일드는 역사상 최고 수준으로 추정되는데 이는 항공화물의 계절적 비수기에도 타이트한 공급 상황이 지속되고 있기 때문""이라며 ""러시아의 우크라이나 침공 영향으로 항공유 가격이 급등해 유류할증료가 상승한 부분도 높은 일드 유지에 영향을 준 것""이라 분석했다.또 ""지난 1~2월 인천공항의 국제여객수는 일평균 약 1만1000명 수준이었으나 지난 21일부터 정부의 입국자 격리 해제 조치로 인해 일평균 1만5000~1만7000명 수준으로 회복되고 있다""며 ""하와이, 괌, 사이판, 하노이 등 관광 노선과 미주와 유럽 등 입국자 격리 의무가 없는 장거리 노선의 수요가 빠르게 증가할 것""이라 내다봤다.다만 ""본격적인 여객 수요 회복은 중국과 일본이 입국자에 대한 격리 조치가 해제되는 시점이 될 것으로 전망한다""면서도 ""일부 노선의 수요 증가로 화물 공급 증가는 제한적인 가운데 여객 탑승률 상승에 따른 레버리지 효과로 올해 사상 최대 이익을 실현할 가능성이 높다""고 덧붙였다.한편 전일 종가 기준 대한항공 주가는 3만200원이며 시가총액은 10조5470억원이다."
테슬라 상하이 기가팩토리 조업중단 연장,2022-04-01 08:24,뉴스1,"테슬라 모델3 차량이 중국 상하이 공장에서 출고를 앞두고 있다. © 로이터=뉴스1 © News1 김지현 기자(서울=뉴스1) 박형기 기자 = 테슬라 상하이 기가팩토리가 조업중단을 최소 1일 이상 연장할 계획이라고 미국의 블룸버그통신이 1일 보도했다.블룸버그는 내부 소식통을 인용, 이같이 전했다.테슬라의 상하이 기가팩토리는 포동지역에 위치하고 있다. 상하이 시정부는 코로나19를 이유로 지난달 28일부터 31일까지 나흘간 포동지역에 대한 전면봉쇄를 단행했다.이에 따라 상하이 기가팩토리도 조업을 중단했다. 그런데 전면봉쇄 기간이 끝났음에도 상하이 기가팩토리는 최소한 하루 정도 조업을 중단할 계획인 것으로 알려졌다.상하이 기가팩토리는 지난해 테슬라 생산량의 절반을 차지했을 정도로 중요한 공장이다.한편 테슬라는 기가팩토리를 3곳에 두고 있다. 미국 본토와 중국 상하이, 그리고 최근 완공된 독일 베를린 인근의 공장이다."
"한샘, 1분기 낮아진 시장 전망치도 하회…성장성은 유효-유안타",2022-04-01 08:20,머니투데이,"유안타증권은 1일 한샘에 대해 1분기 실적이 부진하나 불확실성 축소가 전망된다며 투자의견 '매수', 목표주가 11만2000원을 유지했다.김기룡 연구원은 ""1분기 한샘의 연결기준 매출액은 전년 동기 대비 4.0% 감소한 5310억원, 영업이익은 38.4% 감소한 155억원으로 낮아진 시장 예상치를 하회할 것으로 추정한다""고 말했다.그 이유로는 ""계절적 비수기와 맞물려 2021년 하반기부터 이어지고 있는 주택매매거래 감소, 원재료(PB, MDF 등) 가격 상승, 매출 부진에 따른 고정비 부담 확대 등이 부정적 요인으로 반영될 전망""이라고 설명했다.김 연구원은 ""리하우스 대리점 증가 및 효율화를 통한 인테리어·리모델링 시장 내 영향력 확대 계획은 유효한 것으로 확인되고 있다""며 ""판가 측면에서는 3월 리하우스 아이템, 4월 가구(소파, 침대) 판가를 각각 4% 인상하며 원가 부담을 낮추기 위한 노력을 진행하고 있다""고 말했다.이어 ""최대주주 변경 이후 4월 중으로 예상되는 경영진과의 소통은 연초 신임 대표집행임원 선임과 성장 전략 부재라는 불확실성 축소에 기여할 전망""이라며 ""단기적인 실적 부진에도 동사의 B2C 경쟁력을 통한 리하우스 중심의 성장 방향성은 유효할 것""이라고 내다봤다."
[굿모닝 증시] 경제 지표 부진 우려…코스피 상승세 주춤 하나,2022-04-01 08:19,아시아경제,"美 증시 2거래일 연속 하락경제지표 부진, 러시아 에너지 무기화 정책 우려경기 개선 흐름 주춤…변곡점 도달 시각도[이미지출처=연합뉴스]미국 증시 하락으로 4월 첫 거래일 코스피는 약세를 보일 것으로 예상된다. 지난달 31일(현지시간) 다우지수는 1.56%하락했고 나스닥지수와 S&P500지수는 각각 1.54%, 1.57% 떨어졌다. 경기 둔화 우려가 이어지는 가운데 미국 증시가 2거래일 내림세를 보이면서 일각에선 조정 국면에 접어들었다는 전망도 나오고 있다.서상영 미래에셋증권 연구원 “美 경제지표 부진·러시아 에너지 무기화 국내 증시 부담”전일 미국 증시는 중국의 상해 봉쇄 연장과 높은 인플레이션에 따른 실질소득, 소비지출 감소로 경기 우려가 두드러지면서 하락세를 보였다. 실질 실소득이 전월 대비 0.2% 감소하는 등 7개월 연속 둔화하면서 실질 개인소비지출은 0.4% 감소해 소비가 위축된 것으로 나타났다.증시 하락엔 러시아의 에너지 무기화 전략도 영향을 줬다. 푸틴 러시아 대통령이 가스 대금을 러시아 루블화로 결제하도록 하는 대통령령에 최종적으로 서명하면서 서방 기업들이 이를 따라야 하는 점은 위험자산 선호 심리에 부담이기 때문이다. 푸틴이 이 같은 결정을 한 것은 서방 국가들이 국제은행간통신협회(SWIFT)에서 러시아를 배제하는 등 제재를 강화했기 때문이다. 이는 루블화 강세의 촉매제로 작용하고 있다. 독일을 포함한 유럽 국가들의 재고가 예전보다 적은 가운데 러시아가 가스 공급을 중단할 경우 관련 국가들의 경기 둔화 속도가 빠르게 전개될 것으로 예상된다.미국 증시의 하락은 국내 증시에 부담이다. 나아가 3월 한국 수출이 지난달 발표(20.6% 성장) 대비 둔화돼 17.5%를 기록할 것으로 추정된다는 점 역시 부정적이다. 증가율이 둔화된다는 것은 기업들의 실적 추정치 하향 조정 이슈를 자극할 수 있기 때문이다. 이러한 점을 고려했을 때 국내 증시는 하락 출발이 예상된다.정용택 IBK투자증권 이코노미스트 “수출 지표 둔화,경기 둔화 국면 진입 목전 뚜렷”미국 장단기 금리차 역전 이후 경기 침체에 대한 의견이 분분하다. 일각에선 역전 현상이 잠시 발생 한 뒤 앞으로 경기 침체 가능성을 시사한다고 우려를 표하기도 하고, 일각 에선 아직은 섣부르다고 보고 있다. 이는 혼란스러운 투자 환경을 방증한다.현재 경제지표과 경제 관련한 센티멘트만 보면 경기 침체로 갈 것인지를 판단하기는 어렵지만, 경기가 둔화 국면으로 진입하는 목전에 와 있다는 점은 뚜렷해 보인다. 대부분 나라에서 경기선행지수 증가율은 지난해 중반을 기점으로 뚜렷한 하향 반전을 보여주고 있다. 순환적인 경기지표의 국면을 판단할 때 방향이 전환된 후 같은 방향의 신호가 3개월 연속 발생하면 국면 전환으로 판단된다. 우리나라는 3월 수출 지표가 2월 증가율보다 낮아질 것으로 예상된다.수출 모멘텀은 대외 의존도가 높은 우리 경기의 방향을 결정한다. 새로운 정부 출범에 따른 여러 가지 기대감이나 코로나 팬데믹 절정이 지나면 이른바 ‘리오프닝 수요’에 대한 기대감 등이 이야기되지만, 수출 모멘텀 둔화에 수렴하는 경기 방향을 되돌리지 못할 것으로 전망된다 .기저효과 영향이나 오미크론 영향을 고려해야겠지만 경기 개선 흐름이 주춤한 모습을 보였고, 선행지수가 8개월 연속 하락하고 있다는 점은 경기가 변곡점에 가까워졌음을 보여준다. 경기 흐름이 기업의 이익 흐름을 결정한다는 점에서 향후 투자 환경은 그리 밝지 못할 것으로 전망된다.문남중 대신증권 연구원 “미국 증시 조정, 성장주 중심 비중 확대 기회로 삼아야”미국 증시의 조정 빌미로 거론되는 변수는 4가지로 요약 가능하다. 단기간 급등과 러시아와 우크라이나 간 5차 평화 협상 성과 기대 악화, 장단기 금리차 역전에 따른 경기 침체 우려, 3월 고용지표를 앞둔 경계감 등이다. 이 가운데 조정의 빌미를 직접 제공한 것은 단기 급등에 대한 우려다.S&P500지수는 지난달 15일 이후 11일 거래일간 11% 상승했다. 지난해 10월 이후 최장 상승으로 올해 2월 초 형성된 직전 고점을 사회하기 시작했다. 직전 고점이 이제는 지지선 역할로 바뀔 수 있는 시점인 만큼 미국 증시에 조정이 찾아온다면 자연스러운 숨고르기 국면으로 의미 부여를 하면 될 것으로 보인다.우크라이나 사태는 4월 중, 우크라이나의 나토 미가입과 중립국 선언을 통해 군사충돌이 중단되면서 증시 영향은 제한될 것으로 전망된다. 장단기 금리차 역전이 가져오는 경기 침체 우려는 금리 인상 초반기에 발생하지 않았다는 점을 고려해야 한다. 또 3월 고용지표는 전월보다 부진하겠지만, 완전 고용을 달성한 만큼 견고한 고용 시장에 대한 해석에는 이견이 없을 것으로 예상된다. 이를 고려했을 때 숨고르기 국면이 찾아온다면 2분기 증시 상승을 염두에 두고 성장주 중심의 비중 확대 기회를 삼아야 할 것으로 관측된다."
"하이즈항공, 美보잉 BCA사업부문에 부품 공급",2022-04-01 08:19,이데일리,"[이데일리 김겨레 기자] 하이즈항공(221840)은 미국 보잉 항공사업부(BCA)와 부품공급 계약을 체결했다고 1일 밝혔다.하이즈항공은 상용 항공기 생산을 주력으로 하는 는 BCA와 계약 체결로 보잉 전 부문이서 1차 협력사의 지위를 획득했다. 지난 2011년에는 보잉 애프터마켓 부문(BGS), 2018년에는 방산·우주 사업부문(BDS)과 계약을 체결한 바 있다.하이즈항공 관계자는 “코로나19로 어려운 시기에 해외 수주를 이뤄낼 수 있도록 보잉코리아의 지원과 협조에 감사를 표했다”며 “계약의 금액과 제품의 세부사항은 고객 요구에 의해 밝히기 어렵다”고 말했다."
"LG생활건강, 면세 채널 부진 성장 둔화 불가피…목표가↓-현대차",2022-04-01 08:19,이데일리,"[이데일리 안혜신 기자] 현대차증권은 1일 LG생활건강(051900)에 대해 올해 이익 추정치를 소폭 하향하면서 목표가 역시 125만원으로 낮췄다. 투자의견은 ‘매수’를 유지했다.1분기 중국 소비 둔화 및 방역 강화에 따른 오프라인 트래픽 제한에 따른 영향이 이어지는 가운데 주요 채널 면세 매출 실적 둔화 지속이 예상되고 있다. 1분기 화장품 부문 마진 축소가 예상되며, 전사 연결 영업이익 역시 전년동기비 역성장할 것으로 보인다.정혜진 연구원은 “올해 상반기 중국 불확실성에 따른 실적 영향이 불가피하지만 베이스 부담은 하반기들어서 점차 완화될 것”이라면서 “ 단기적으로 면세 채널 부진 영향이 일부 지속될 것으로 예상됨에 따라 올해 이익 추정치를 소폭 하향 조정한다”고 말했다.올해 1분기 연결 매출액은 전년비 0.1% 늘어난 2조408억원, 연결 영업이익은 6.8% 줄어든 3454억원을 기록할 것으로 봤다. 상대적으로 고마진인 면세 채널 부진은 지난해 4분기에 이어 올해 1분기에도 일부 영향이 이어지면서 연결 영업이익은 역성장 할 전망이다.화장품은 매출액 전년비 3.1% 줄어든 1조1229억원, 영업이익은 11.9% 감소한 2239억원으로 추정했다. 전방 면세 채널은 1분기 역성장(전년비 10% 감소)할 것으로 보이며, LG생활건강 면세 채널 화장품 매출 역시 시장 부진 영향이 불가피 할 것으로 보인다. 정 연구원은 “1~2월 올림픽 이후 3월부터 유통 트래픽 회복이 기대됐지만 주요 1선도시 방역 강화에 따른 트래픽 제한으로 현지 화장품 오프라인 매출 성장이 둔화할 것”이라면서 “현지 강화된 방역 수준이 2분기까지 이어질 가능성을 고려해야 한다”고 분석했다.생활용품은 매출액 전년비 5% 증가한 5469억원, 영업이익은 4.6%늘어난 693억원으로 추산했다. 1분기 가격 상승 효과로 원가 상승 부담 상쇄가 가능할 것으로 보인다. 음료는 매출액 전년비 3.7% 늘어난 3709억원, 영업이익은 4.1% 줄어든 522억원으로 추정했다.정 연구원은 “하반기 면세 채널 실적 베이스 부담이 완화할 것”이라면서 “단기 면세 채널 부진에 따른 브랜드 매출 성장이 둔화되더라도 중국 현지 수요가 확인될 경우 주가 추가 하락은 제한적일 것”이라고 전했다."
"호전실업, 룰루레몬 수주 본격화…1Q 적자폭 축소 기대-NH",2022-04-01 08:19,이데일리,"[이데일리 김인경 기자] NH투자증권은 1일 호전실업(111110)에 대해 룰루레몬 수주가 본격적으로 증가할 것이라고 기대했다. 투자의견과 목표주가는 제시하지 않았다.백준기 NH투자증권 연구원은 “지난 5년간 호전실업(111110)은 비수기인 1분기엔 20억~30억원 수준의 적자를 시현했다”면서도 “올해 1분기는 환율 효과와 룰루레몬 등 비(非) 아웃도어 고객사 매출 증가로 적자 폭이 개선될 것으로 기대한다”고 말했다.그는 “대부분 달러 결제로 매출을 일으키고 있는 한편, 인도네시아와 베트남 등 현지공장에서의 급여 및 공임 등은 현지 통화로 결제 중”이라며 “2022년 1분기 매출액은 전년 동기보다 24.1% 늘어난 690억원, 영업손실은 같은 기간 적자를 축소한 6억원 수준일 것”이라고 기대했다.특히 그는 룰루레몬 물량이 대폭 확대될 것으로 내다봤다. 백 연구원은 “2021년 룰루레몬향 매출은 50만달러 수준으로 미약했지만 2022년에는 2000만달러 이상으로 급증할 것”이라며 “룰루레몬은 글로벌 약 40여개 벤더를 활용 중이며 호전실업의 룰루레몬 내 점유율 확대는 기업가치 제고에 기여할 전망”이라고 내다봤다.또 호전실업은 룰루레몬 외에도 톱3 고객사인 갭(GAP)의 애슬레져 브랜드 애슬레타향으로 5000만달러 주문을 대응 중이기도 하다. 또한 주요 고객사 노스페이스, 언더아머향 매출도 안정적인 성장을 이어가고 있다.백 연구원은 “각각 노스페이스는 1억1000만달러, 언더아머는 5000만달러 안팎으로 전년 대비 소폭 성장할 전망”이라고 기대했다.아울러 그는 “올해 매출액은 전년 동기보다 13.8% 늘어난 3926원, 영업이익은 같은 기간 29.8% 증가한 268억원으로 작년 턴어라운드에 이어 높은 실적 성장을 이어갈 전망”이라며 “2022년 선행 실적 기준 주가수익비율(PER) 7.0배(CB 전환 반영 시 8.4배) 수준”이라고 덧붙였다."
