제목,시간,언론사,본문
[SK證 주간추천주]탄탄한 실적 주목…우리금융·비에이치·JYP,2022-03-25 19:00,이데일리,"[이데일리 양지윤 기자] ◇ 코스피우리금융지주(316140)- 최근 금리 상승으로 인해 순이자마진(NIM)이 확대되고 있어 2022년에도 이자이익은 13.6% 늘어나는 호조세가 예상- 다만 금리 급등과 증시부진 등으로, 비이자이익은 10.5% 감소할 전망- 비이자이익의 감소에도 불구하고 이자이익의 증가에 힘입어 올해 순이익은 1.2% 증가 전망- 은행주 전반적으로 금리 상승으로 인한 NIM 확대는 밸류에이션 상승 요인으로 작용할 전망- 게다가 고성장주에서 가치주로의 스타일 변화를 불러올 전망이어서, 우리금융지주 등 은행주는 수급 측면에서도 유리할 전망◇ 코스닥비에이치(090460)- 1분기 실적 시장 컨센서스를 상회할 전망. 아이폰13의 강한 물동량, 상위 모델 판매 호조, 경쟁사 철수에 따른 반사 수혜 효과- 아이폰13의 높은 기저에도 불구하고 아이폰14 흥행 가능성은 높음- 비에이치 EVS 설립으로 향후 전장 중심 사업 포트폴리오 속도를 더해갈 전망- 업황 세트 수요 감소 우려 속에서도 탄탄한 실적 부각JYP Ent.(035900)- 작년 4분기 영업이익은 163억원(전년비 +55.0%)으로 컨센서스에 부합- 음반·음원 견조, 광고, 출연 매출 회복. 영업 외에서 디어유, 네이버제트 평가 이익 반영- 올해 리퍼블릭레코드(Republic Records) 와의 파트너십, JYP USA 통해 북미 활동 확대 기대- 아티스트 라인업 확장. 올해 NMIXX, 2023 년 글로벌 신인 다수 데뷔 계획 중- 올해 영업이익 793억원(전년비 +36.9%) 전망, 아티스트 활동 확대+로열티 매출 증가"
[표]아시아 주요 증시 동향(3월 25일),2022-03-25 18:53,서울경제,[서울경제]
"하나금융지주, 함영주 대표이사 체제로 변경",2022-03-25 18:50,이데일리,[이데일리 최영지 기자] 하나금융지주(086790)는 이사회 결의로 김정태 대표이사 체제에서 함영주 대표이사 체제로 변경됐다고 25일 공시했다.
장 마감 후 기업공시[3월 25일],2022-03-25 18:44,서울경제,"[서울경제]<유가증권>▲GS글로벌(001250)=일본 자회사에 420억 원 규모 채무보증 결정, 싱가포르 자회사에 244억 원 규모 채무보증 결정 ▲GS건설(006360)=단기차입금 2500억 원 규모 증가 결정 ▲하나투어(039130)=1346억 원 규모 주주배정 후 실권주 일반 공모 방식 유상증자 결정, 300억 원 규모 단기차입금 증가 결정 ▲성안(011300)=개선 계획 이행 여부에 대한 심의요청서 접수 ▲이엔플러스(074610)=최대주주 오에스티에이에서 에이팀하모니제1호사모투자 합자회사로 변경 ▲콤텍시스템(031820)=계열사 한국금거래소쓰리엠에 200억 원 금전 대여 결정 ▲HDC현대산업개발(294870)=유동성 확보 목적의 5100억 원 규모 차입금 실행 결정 ▲삼성물산(028260)=삼성전자와 1조 7466억 원 규모 복합동 하부서편 마감 공사 계약 체결 ▲동아지질(028100)=Boskalis·Penta-Ocean Joint Venture와 319억 원 규모 공사 수주 계약 체결 ▲하나금융지주(086790)=함영주 대표이사로 변경 ▲대우건설(047040)=행당 제7구역 재개발 조합과 2192억 원 규모 공사 수주 계약 체결 ▲KPX케미칼(025000)=양준영·최재호·이찬수 각자 대표이사로 변경 ▲휴켐스(069260)=김우찬·이건호 대표이사로 변경 ▲부광약품(003000)=이우현·유희원 각자 대표이사로 변경 ▲태광산업(003240)=조진환·정철현 대표이사로 변경 ▲세아베스틸(001430)=이태성·양영주 대표이사 신규 선임 ▲흥국화재(000540)=임규준 대표이사 선임 ▲한국종합기술(023350)=김치헌 대표이사 신규 선임 ▲한국콜마홀딩스(024720)=안병준 대표이사 신규 선임 ▲디아이(003160)=박원호·조윤형 대표이사로 변경 ▲한국콜마(161890)=최현규 대표이사 신규 선임<25일><코스닥>▲넷게임즈(225570)=넥슨게임즈로 상호 변경 ▲휴젤(145020)=보툴렉스 50유닛의 루마니아 품목 허가 획득 ▲코리아센터(290510)=최대주주 김기록 외 8인에서 한국이머커스홀딩스 외 9인으로 변경 ▲위니아딤채(071460)=최찬수 대표이사로 변경, 위니아로 상호 변경 ▲매직마이크로(127160)=감사 ‘의견 거절’로 상장폐지 사유 발생 ▲비보존헬스케어=최대주주 특수관계인 이두현으로부터 비보존 주식 602억 원 규모 양수 결정, 단기차입금 450억 원 규모 증가 결정, 892억 원 규모 제3자 배정 유상증자 결정 ▲엔에스엔=스피카3호 조합에 70억 원 현금 출자 결정 ▲삼지전자(037460)=박두진·이태훈 각자 대표이사로 변경 ▲가온미디어(078890)=임동연 대표이사 신규 선임 ▲휴온스(243070)=송수영·윤상배 각자 대표이사로 변경 ▲나이스디앤비(130580)=강용구 대표이사로 변경 ▲동원개발(013120)=장복만·이성휘 각자 대표이사로 변경 ▲동국제약(086450)=송준호 대표이사 선임<25일>"
"SM 유증 한도 상향 철회…얼라인 ""주주제안 감사 선임 필요""",2022-03-25 18:36,뉴스1,"반발 이어지자 정관 변경안 철회환영 나타낸 얼라인 ""이사회 비정상적"" 비판도SM엔터테인먼트./뉴스1(서울=뉴스1) 정지형 기자 = SM엔터테인먼트(에스엠)가 제3자 배정 유상증자 한도 상향 조정 안건을 철회하면서 정관 변경에 반발해온 얼라인파트너스가 환영을 나타냈다.또 정기주주총회 직전에 정관 변경을 시도한 이사회가 정상적으로 작동하지 않고 있다고 주장했다.25일 에스엠은 지난 16일 이사회 결의를 통해 추가한 제6호 의안 '정관 일부 변경의 건'을 철회한다고 공시했다.에스엠은 제3자 배정 유상증자 한도를 현재 발행주식 총수의 30%에서 50%로 상향 조정하는 내용이 담긴 정관 변경안을 주총에 상정할 예정이었다.주주명부 폐쇄일을 주총 2주 전까지 이사회 결의로 결정할 수 있도록 하는 내용도 포함됐다.이날 입장문을 낸 에스엠은 ""주주 의견을 존중해야 한다는 내부 논의 결과에 따라 이번 정기주주총회 의안으로 상정한 정관 일부 변경의 건을 의안에서 철회하기로 결정했다""고 밝혔다.변경한을 추가한 이유와 관련해서는 현 정관에서 허용하는 제3자 배정 유상증자 한도는 거의 소진돼 글로벌 사업확장을 위한 유력 파트너 유치가 어려워졌다는 점을 들었다.에스엠이 정관 변경안을 추가할 당시 사모펀드 운용사 얼라인파트너스자산운용은 해당 변경안이 주주권리를 크게 침해한다며 주주행동을 예고했다.주총 6주 전까지 제출될 주주제안이 들어와도 4주간 대주주가 제3자 배정 유상증자를 통해 우호지분을 확보하고 3% 규정 회피를 위한 지분쪼개기 등으로 방어해 모든 주주제안을 무력화할 수 있다는 것이다.얼라인파트너스는 이날 입장문을 통해 ""뒤늦은 감이 있지만 지금이라도 에스엠에서 잘못을 인정하고 정관 변경 시도를 철회한 점을 긍정적으로 평가하며 환영한다""고 밝혔다.다만 에스엠 이사회가 주주 반대가 예상되는 정관 변경안을 주총 2주 전에 의안 변경으로 올렸다며 거듭 비판했다.얼라인파트너스는 ""최대주주가 실질적으로 모두 임명한 에스엠 이사회가 현재 정상적으로 작동하지 않고 있다는 또 다른 강력한 증거""라고 지적했다.그러면서 ""에스엠 이사회에 대한 최소한의 감시와 견제를 위한 주주제안 감사 선임의 중요성은 더 높아졌다""고 말했다.에스엠 주주들에게는 주주제안 감사를 선임해 에스엠 지배구조를 근본적으로 개선해야 한다며 지지를 요청했다.지난 21일 얼라인파트너스는 에스엠 주총에 곽준호 케이씨에프테크놀러지스(現 SK넥실리스) 전 최고재무책임자(CFO)의 감사 선임을 안건으로 상정하는 주주제안을 했다고 밝힌 바 있다."
"한 해 농사 잘 지은 증권사, 주주들에겐 얼마나 나눠줄까",2022-03-25 18:27,아이뉴스24,"삼성증권, 1주당 3800원…교보증권, 차등배당 결정증권사들의 정기주주총회 일정이 막바지로 접어드는 가운데 배당금에 대한 투자자들의 관심이 높다. 지난해 역대급 실적을 거둔 증권사들이 주주환원의 일환으로 배당 규모를 확대했기 때문이다.25일 금융감독원 전자공시에 따르면 삼성증권은 지난 18일 정기주주총회에서 보통주 1주당 3천800원의 배당금 지급 안건을 결의했다. 전년(2천200원) 대비 73%가량 증가했다. 배당수익률은 7.7%로 시중은행 평균 예금이자율(2%대)의 3배 이상 높은 수준이다. 같은 기간 배당금 규모는 1천965억원에서 3천393억원으로 늘었다. 지난 3년간 배당성향은 35~38%대를 유지했다.25일 금융감독원 전자공시에 따르면 삼성증권은 지난 18일 정기주주총회에서 보통주 1주당 3천800원의 배당금 지급 안건을 결의했다. [사진=정소희 기자]지난해 삼성증권은 연결기준 영업이익으로 1조3천111억원, 당기순이익은 9천658억원을 기록하며 사상 최대 실적을 새롭게 썼다. 이는 전년보다 각각 93%, 90% 증가한 실적이다. 같은 기간 자기자본 규모는 6조809억원으로 14.37% 늘었으며, 자기자본이익률(ROE)도 17%에 달했다.올해 들어 변동성이 큰 장세가 이어지고 있는 만큼 삼성증권의 역대급 배당은 주주들이 크게 환영할만한 일이다. 고배당주의 경우 주가가 하락하면 배당수익률이 높아진다.한국금융지주는 전년보다 3천150원 증가한 6천150원으로 현금배당을 결정했다. 배당수익률은 7.3%이며, 배당성향은 20.4%다. 자회사 한국투자증권이 지난해 당기순이익 1조4천502억원을 기록하면서 업계 1위에 올라섰다.키움증권도 지난 11일 이사회를 열고 전년보다 500원 오른 3천500원의 현금배당을 결정했다. 배당수익률은 3.2%이며, 배당성향은 11.59%다. 키움증권도 지난해 사상 최대 실적을 기록했다. 키움증권의 작년 영업이익과 당기순이익은 각각 1조2천89억원, 9천102억원을 올렸다.대신증권은 보통주 1주당 1천400원, 우선주 1천450원, 2우선주 1천400원의 현금배당을 결정했다. 배당수익률은 보통주와 우선주 각각 6.7%, 8.08%이다. 다만 배당성향은 2020년 55%에서 2021년 15%로 줄었다. 24년 연속 현금배당을 실시했지만, 배당성향은 일정치 않은 편이다.이밖에도 NH투자증권이 보통주와 우선주의 현금배당을 각각 1천50원, 1천100원으로 결정했다. 배당수익률은 각각 7.8%, 8.7%다. NH투자증권의 배당성향은 3년간 31~36%대가 유지되고 있다. 한양증권은 지난 23일 주총에서 보통주 1주당 900원, 우선주 950원을 배당하는 안건을 통과시켰다. 교보증권도 2020년 기준 450원(보통주 기준)에서 지난해 500원으로 배당금을 올렸으며, 소액주주 권익 강화를 위해 최대주주는 100원을 지급하는 차등 배당을 결정했다.금융투자업계 관계자는 ""증권사들이 실적에 비해 상대적으로 주가가 부진했던 만큼 반대급부로 배당금을 확대한 것 같다""며 ""올해는 여러 변수로 증시 상황이 좋지 않아 증권사들의 실적 예상치가 보수적으로 잡히고 있어 올해 배당은 줄어들 가능성도 있다""고 말했다."
"하나금융투자, 9245억원 규모 차입금 실행 결정",2022-03-25 18:18,이데일리,[이데일리 최영지 기자] 하나금융지주(086790)는 자회사인 하나금융투자가 안정적인 운영자금을 목적으로 9244억4500만원 규모의 차입금 실행을 결정했다고 25일 공시했다.이는 자기자본 대비 20.9%에 해당하는 금액이다.
"흥국증권, 128.4억 규모 유상증자 결정",2022-03-25 18:18,이데일리,"[이데일리 김응태 기자] 흥국(010240)증권은 운영자금 조달을 위해 128억4584만원 규모의 유상증자를 결정했다고 25일 공시했다. 발행되는 신주는 보통주 126만4822주, 우선주 130만4347만주다.보통주 126만4822주는 주주배정 증자 방식이 적용된다. 1주당 신주 약 0.1976주가 배정된다. 신주배정기준일은 오는 4월11일이다. 구주주 대상 청약은 오는 5월19일이며, 납입일은 5월20일이다. 신주 확정발행가는 2만3000원이다.우선주 130만4347만주는 제3자배정 방식으로 이뤄진다. 납입일은 5월20일이며 신주발행 가액은 2만3000원이다. 회사 측은 “자금조달 등 회사의 경영상 목적을 달성하기 위함”이라고 밝혔다. 대상자는 최대주주 이호진의 아들인 이현준이다."
"유안타증권, 궈밍쩡 대표이사 연임 확정",2022-03-25 18:17,아시아경제,"유안타증권은 25일 서울 중구 본사에서 정기 주주총회를 열어 현 궈밍쩡 대표이사를 재선임했다. 이로써 궈밍쩡 대표이사는 3년 더 회사를 이끌게 됐다.대만 출신 궈밍쩡 대표이사는 2019년부터 유안타증권을 이끌었다. 유안타증권 대만(YST) 전무, 유안타증권 아시아파이낸셜서비스(YSAF) 이사 등을 지냈다.주총은 황웨이청 기타 비상무이사의 3년 임기 재선임도 승인했다. 이어 기말 배당으로 보통주 주당 180원, 우선주 주당 230원의 현금 배당을 결의했다. 배당금 총액은 376억원이다."
올해 회계사 1차 시험 2271명 합격…경쟁률 5.9대 1,2022-03-25 18:17,조선비즈,"커트라인 총점 27.5점 상승최고득점 550점 만점에 513.5점2차시험 5월에 응시 접수올해 공인회계사 제1차시험에 2271명이 합격해 경쟁률이 5.9대 1을 기록했다. 합격자 수와 최저합격점수(커트라인) 모두 전년보다 상승했다.금융감독원 전경25일 금융감독원에 따르면 지난달 27일 실시한 공인회계사 1차시험 합격자에 응시한 1만3123명 중 2217명이 합격했다. 전년보다 4명 많다.최저합격점수는 550점 만점에 총점 396점을 기록했다. 한 해 전보다 27.5점 높은 수준이다. 평균 점수는 72점으로 역시 5점 높아졌다.합격자는 20대 후반(25~29세)이 절반을 넘는 50.9%로 가장 많고, 20대 전반(39.3%), 30대 전반(8.6%) 등이 뒤를 이었다.학렬별로는 대학에 재학 중인 합격자가 63.1%로 절반 이상이었다. 전공별로는 경상계열이 74.3%로 가장 많았다.이번 시험에서 최고득점 합격자는 서울대 재학 중인 민지혜(22)씨로, 민씨는 총점 513.5점, 평균 93.4점을 받았다.최연소 합격자는 서울대에 재학 중인 김윤수(20)씨, 최연장 합격자는 인하대를 졸업한 김세영(44)씨다.한편, 제2차시험에는 3855명이 응시해, 경쟁률은 3.5대 1을 기록할 전망이다. 이번 1차시험 합격자와 지난해 1차시험에 합격한 뒤 1년간 2차시험을 유예한 경우를 합친 결과다.제2차시험 응시원서 접수 기간은 오는 5월 12일부터 24일까지다. 시험일은 6월 25일, 6월 26일로, 최종 합격자는 8월 26일에 발표된다."
"에이피티씨, 17.6억원 규모 자사주 처분 결정",2022-03-25 18:14,이데일리,"[이데일리 김윤지 기자] 에이피티씨(089970)는 자사주 7만1090주를 17억6303만2000원에 처분 결정했다고 25일 공시했다. 처분 대상 주식은 주당 2만4800원으로, 처분예정기간은 2022년 03월 28일부터 2022년 03월 31일까지다.회사 측은 처분 목적에 대해 “임직원 대상 자기주식 상여 지급”이라고 설명했다."
"한국테크놀로지, KT와 주거시설 내 AI 주택형 솔루션 도입 업무협약",2022-03-25 18:13,아이뉴스24,"코스닥 상장사 한국테크놀로지가 지난 23일 서울역 T타워 본사에서 KT와 AI 주택형 솔루션·전기차 충전기 등의 솔루션 도입을 위한 업무협약을 체결했다고 25일 밝혔다.이날 업무협약식에는 한국테크놀로지 신용구 대표, KT 신상대 상무 등이 참석해 공동주택 AI 솔루션·기타 제품에 관한 전략적 파트너십을 구축했다.(좌측 네번째부터) KT 신상대 상무, 한국테크놀로지 신용구 대표와 임직원들이 23일 서울역 T타워 8층 대회의실에서 AI주택 솔루션 도입·전기차 충전기 연계 사업을 위한 업무협약식 기념 촬영을 하고 있다 [사진=한국테크놀로지]한국테크놀로지는 앞으로 기존의 전기차 충전기 사업과 IOT를 연계·발굴을 통해 스마트 도시로의 기술력을 한층 업그레이드시키고 시행사업에 적극적으로 도입할 방침이다.한국테크놀로지 관계자는 “자체 건축시행사업 진행 시 KT의 ‘AI 주택형 솔루션’ 도입을 최우선으로 검토한다”며 “KT는 신축 공동주택 등의 AI 솔루션 유지보수 등의 업무와 5G 특화망, IOT 관련 사업 컨설팅 ·도입방안 제공을 담당한다”고 말했다.또한 양사는 신축 공동주택 등의 AI사업을 발굴하고 전기차 충전기의 AI공동주택 사업과 기타 상호 이익사업을 공동으로 추진한다."
